Date,Value_1,Value_2,Value_3
10-02-2014,1000.12,1000.12,5406.9
10-03-2014,1008.9,1008.88,5432.8
10-04-2014,1013.86,1013.72,5465.8
10-05-2014,1015.03,1014.89,5457.5
10-06-2014,1022.26,1022.11,5490.7
10-07-2014,1027.7,1027.55,5453.0
10-08-2014,1027.96,1027.75,5386.8
10-09-2014,1025.66,1025.45,5418.3
10-10-2014,1025.32,1025.11,5444.0
10-11-2014,1028.46,1028.25,5389.7
10-12-2014,1032.41,1032.18,5444.2
10-13-2014,1033.29,1033.06,5441.6
10-14-2014,1033.1,1032.77,5431.3
10-15-2014,1035.49,1034.99,5429.6
10-16-2014,1043.14,1042.63,5451.3
10-17-2014,1034.62,1034.11,5408.9
10-18-2014,1045.5,1044.99,5488.8
10-19-2014,1049.12,1048.54,5431.3
10-20-2014,1055.47,1054.86,5342.6
10-21-2014,1054.47,1053.67,5248.9
10-22-2014,1050.21,1049.41,5275.6
10-23-2014,1049.31,1048.51,5242.1
10-24-2014,1043.69,1042.76,5177.3
10-25-2014,1043.01,1042.07,5111.4
10-26-2014,1042.9,1041.96,5169.9
10-27-2014,1049.38,1048.44,5277.7
10-28-2014,1052.19,1051.23,5253.6
10-29-2014,1050.76,1049.81,5247.2
10-30-2014,1041.85,1040.91,5253.3
10-31-2014,1042.58,1041.63,5304.1
11-01-2014,1043.72,1042.78,5320.5
11-02-2014,1053.94,1052.96,5314.4
11-03-2014,1059.13,1058.15,5378.4
11-04-2014,1060.01,1058.87,5392.8
11-05-2014,1070.5,1069.35,5405.4
11-06-2014,1080.53,1079.37,5391.0
11-07-2014,1084.09,1082.93,5426.7
11-08-2014,1084.37,1083.2,5363.4
11-09-2014,1084.16,1083.0,5407.6
11-10-2014,1087.25,1086.08,5443.2
11-11-2014,1082.57,1081.37,5484.6
11-12-2014,1090.77,1089.57,5425.7
11-13-2014,1095.08,1093.87,5456.2
11-14-2014,1089.43,1088.23,5458.9
11-15-2014,1078.75,1077.53,5526.2
11-16-2014,1079.05,1077.67,5490.3
11-17-2014,1077.92,1076.53,5424.8
11-18-2014,1087.16,1085.76,5403.1
11-19-2014,1091.28,1089.88,5449.1
11-20-2014,1089.79,1088.39,5352.5
11-21-2014,1091.95,1090.54,5369.9
11-22-2014,1095.57,1094.16,5434.5
11-23-2014,1094.21,1092.77,5420.2
11-24-2014,1096.56,1095.12,5381.7
11-25-2014,1093.21,1091.77,5428.1
11-26-2014,1094.06,1092.6,5391.8
11-27-2014,1098.17,1096.33,5374.5
11-28-2014,1101.11,1099.14,5361.3
11-29-2014,1101.28,1099.28,5331.0
11-30-2014,1105.56,1103.55,5342.7
12-01-2014,1102.85,1100.85,5361.5
12-02-2014,1102.51,1100.5,5373.1
12-03-2014,1106.25,1104.2,5403.8
12-04-2014,1110.29,1108.22,5395.5
12-05-2014,1105.41,1103.32,5424.1
12-06-2014,1109.49,1107.38,5422.0
12-07-2014,1112.04,1109.9,5416.5
12-08-2014,1113.18,1111.02,5540.7
12-09-2014,1104.78,1102.57,5454.4
12-10-2014,1107.06,1104.84,5485.0
12-11-2014,1109.98,1107.7,5491.2
12-12-2014,1099.36,1097.07,5557.4
12-13-2014,1100.74,1098.37,5487.3
12-14-2014,1105.84,1103.46,5475.6
12-15-2014,1106.23,1103.8,5505.6
12-16-2014,1107.33,1104.89,5579.2
12-17-2014,1104.64,1102.21,5596.7
12-18-2014,1104.16,1101.71,5634.2
12-19-2014,1108.89,1106.4,5639.8
12-20-2014,1103.11,1100.63,5698.1
12-21-2014,1102.57,1100.09,5685.6
12-22-2014,1101.25,1098.77,5724.0
12-23-2014,1102.88,1100.21,5689.3
12-24-2014,1107.21,1104.5,5813.1
12-25-2014,1115.23,1112.49,5815.9
12-26-2014,1116.49,1113.76,5855.1
12-27-2014,1117.74,1114.99,5822.9
12-28-2014,1113.47,1110.74,5946.7
12-29-2014,1115.42,1112.67,5828.3
12-30-2014,1114.9,1112.15,5891.9
12-31-2014,1114.74,1111.99,5927.5
01-01-2015,1114.09,1111.34,5902.8
01-02-2015,1114.16,1111.41,5781.3
01-03-2015,1123.2,1120.42,5737.0
01-04-2015,1122.03,1119.26,5718.9
01-05-2015,1120.86,1118.1,5799.6
01-06-2015,1115.84,1113.07,5815.2
01-07-2015,1109.81,1107.06,5816.8
01-08-2015,1111.42,1108.66,5801.1
01-09-2015,1114.74,1111.97,5823.5
01-10-2015,1118.56,1115.78,5768.3
01-11-2015,1123.75,1120.96,5755.7
01-12-2015,1124.32,1121.53,5787.7
01-13-2015,1126.33,1123.52,5854.5
