Date,Value_1,Value_2,Value_3
02-18-2014,3128.0,3201.0,10922.2
02-19-2014,3146.0,3259.0,10850.3
02-20-2014,3138.0,3276.0,10892.0
02-21-2014,3068.0,3318.0,11047.4
02-22-2014,3093.0,3261.0,10900.1
02-23-2014,3057.0,3305.0,10716.1
02-24-2014,3035.0,3286.0,10716.6
02-25-2014,2973.0,3297.0,10806.6
02-26-2014,2980.0,3327.0,10723.0
02-27-2014,3036.0,3325.0,10725.1
02-28-2014,2970.0,3398.0,10692.6
03-01-2014,2926.0,3432.0,10704.6
03-02-2014,2907.0,3467.0,10764.1
03-03-2014,2929.0,3552.0,10556.8
03-04-2014,2940.0,3424.0,10642.3
03-05-2014,2980.0,3396.0,10577.6
03-06-2014,3008.0,3397.0,10611.4
03-07-2014,2937.0,3446.0,10639.5
03-08-2014,2961.0,3433.0,10638.6
03-09-2014,2917.0,3372.0,10667.0
03-10-2014,2970.0,3413.0,10709.3
03-11-2014,2938.0,3369.0,10774.7
03-12-2014,2995.0,3323.0,10812.5
03-13-2014,2957.0,3310.0,10792.8
03-14-2014,2954.0,3324.0,10616.7
03-15-2014,2988.0,3380.0,10578.7
03-16-2014,2927.0,3415.0,10731.5
03-17-2014,2923.0,3382.0,10758.1
03-18-2014,2905.0,3381.0,10746.9
03-19-2014,2847.0,3430.0,10886.3
03-20-2014,2811.0,3452.0,10898.3
03-21-2014,2779.0,3438.0,10868.8
03-22-2014,2841.0,3439.0,10882.6
03-23-2014,2814.0,3469.0,10976.2
03-24-2014,2784.0,3489.0,10984.7
03-25-2014,2806.0,3539.0,10992.2
03-26-2014,2822.0,3506.0,10851.7
03-27-2014,2801.0,3529.0,11013.2
03-28-2014,2769.0,3549.0,11029.0
03-29-2014,2862.0,3518.0,10978.3
03-30-2014,2884.0,3562.0,11060.0
03-31-2014,2907.0,3553.0,10977.0
04-01-2014,2916.0,3564.0,10844.4
04-02-2014,2898.0,3600.0,10925.4
04-03-2014,2940.0,3634.0,10833.9
04-04-2014,2876.0,3576.0,10797.5
04-05-2014,2940.0,3678.0,10860.6
04-06-2014,2916.0,3699.0,10764.3
04-07-2014,2814.0,3681.0,10681.2
04-08-2014,2858.0,3597.0,10833.3
04-09-2014,2878.0,3562.0,10822.2
04-10-2014,2870.0,3574.0,10778.7
04-11-2014,2885.0,3587.0,10831.2
04-12-2014,2863.0,3557.0,10896.0
04-13-2014,2817.0,3570.0,10968.5
04-14-2014,2862.0,3508.0,10943.8
04-15-2014,2851.0,3458.0,10969.5
04-16-2014,2837.0,3467.0,10958.4
04-17-2014,2814.0,3435.0,10977.0
04-18-2014,2805.0,3444.0,11068.1
04-19-2014,2808.0,3385.0,11052.9
04-20-2014,2798.0,3419.0,11094.4
04-21-2014,2799.0,3440.0,11029.0
04-22-2014,2747.0,3400.0,11030.7
04-23-2014,2767.0,3392.0,11026.7
04-24-2014,2713.0,3400.0,10959.8
04-25-2014,2707.0,3550.0,10950.5
04-26-2014,2703.0,3608.0,10907.4
04-27-2014,2676.0,3627.0,10858.7
04-28-2014,2726.0,3634.0,10936.5
04-29-2014,2669.0,3646.0,10874.2
04-30-2014,2628.0,3655.0,11014.8
05-01-2014,2605.0,3660.0,10995.2
05-02-2014,2538.0,3643.0,11050.2
05-03-2014,2502.0,3709.0,11299.0
05-04-2014,2582.0,3685.0,11299.0
05-05-2014,2555.0,3706.0,11351.5
05-06-2014,2536.0,3681.0,11437.2
05-07-2014,2526.0,3760.0,11475.4
05-08-2014,2555.0,3765.0,11476.7
05-09-2014,2691.0,3769.0,11554.0
05-10-2014,2703.0,3765.0,11521.7
05-11-2014,2729.0,3706.0,11586.1
05-12-2014,2796.0,3677.0,11496.4
05-13-2014,2846.0,3653.0,11447.5
05-14-2014,2831.0,3628.0,11465.1
05-15-2014,2814.0,3650.0,11420.0
05-16-2014,2806.0,3713.0,11389.2
05-17-2014,2820.0,3660.0,11329.3
05-18-2014,2743.0,3635.0,11309.6
05-19-2014,2713.0,3678.0,11256.4
05-20-2014,2674.0,3675.0,11177.0
05-21-2014,2604.0,3638.0,11106.6
05-22-2014,2613.0,3615.0,11221.0
05-23-2014,2586.0,3570.0,11089.6
05-24-2014,2562.0,3545.0,11187.6
05-25-2014,2525.0,3533.0,11021.4
05-26-2014,2431.0,3490.0,11071.4
05-27-2014,2477.0,3543.0,11089.2
05-28-2014,2491.0,3533.0,11037.3
05-29-2014,2534.0,3522.0,11131.4
05-30-2014,2542.0,3528.0,11070.4
05-31-2014,2575.0,3443.0,11090.6
06-01-2014,2531.0,3460.0,11048.7
06-02-2014,2524.0,3437.0,10926.4
06-03-2014,2501.0,3427.0,11083.6
06-04-2014,2471.0,3388.0,11160.7
06-05-2014,2437.0,3421.0,11044.4
06-06-2014,2472.0,3405.0,11005.2
06-07-2014,2497.0,3450.0,10894.2
06-08-2014,2624.0,3414.0,10883.5
06-09-2014,2599.0,3440.0,10662.9
06-10-2014,2688.0,3523.0,10911.9
06-11-2014,2687.0,3515.0,11022.0
06-12-2014,2750.0,3455.0,10946.2
06-13-2014,2699.0,3568.0,10774.2
06-14-2014,2655.0,3570.0,10902.6
06-15-2014,2607.0,3568.0,10986.9
06-16-2014,2704.0,3608.0,10683.2
06-17-2014,2745.0,3558.0,10820.6
06-18-2014,2688.0,3630.0,10686.7
06-19-2014,2670.0,3550.0,10754.4
06-20-2014,2610.0,3555.0,10802.2
06-21-2014,2753.0,3475.0,10836.8
06-22-2014,2683.0,3483.0,10815.7
06-23-2014,2708.0,3518.0,10826.7
06-24-2014,2671.0,3493.0,10836.9
06-25-2014,2752.0,3535.0,10821.4
06-26-2014,2748.0,3533.0,10815.6
06-27-2014,2733.0,3590.0,10883.5
06-28-2014,2695.0,3598.0,10598.9
06-29-2014,2727.0,3600.0,10851.5
06-30-2014,2708.0,3673.0,10748.6
07-01-2014,2774.0,3660.0,10716.3
07-02-2014,2706.0,3608.0,10664.5
