Date,Value_1,Value_2,Value_3
03-01-2000,830.9,2064.5,2449.0
03-02-2000,827.8,2310.7,2741.1
03-03-2000,783.9,2505.2,2971.8
03-04-2000,802.0,2496.8,2961.8
03-05-2000,826.8,2167.5,2571.2
03-06-2000,839.1,2241.6,2659.1
03-07-2000,825.8,2302.9,2731.8
03-08-2000,833.3,2440.6,2895.1
03-09-2000,833.3,2442.9,2897.8
03-10-2000,828.8,2681.5,3180.9
03-11-2000,828.8,2555.2,3031.1
03-12-2000,828.8,2481.4,2943.6
03-13-2000,827.8,2483.9,2946.5
03-14-2000,838.2,2415.6,2865.5
03-15-2000,829.3,2489.4,2953.0
03-16-2000,829.3,2638.2,3129.5
03-17-2000,835.6,2560.6,3037.5
03-18-2000,835.6,2572.9,3052.0
03-19-2000,825.7,2808.9,3332.0
03-20-2000,825.7,2944.9,3493.3
03-21-2000,830.2,2871.4,3406.2
03-22-2000,830.2,2879.4,3415.7
03-23-2000,841.9,2808.4,3331.4
03-24-2000,850.8,2783.0,3301.3
03-25-2000,846.4,2720.1,3226.7
03-26-2000,836.5,2791.2,3311.0
03-27-2000,841.0,2777.3,3294.5
03-28-2000,853.4,2908.8,3450.5
03-29-2000,853.4,2927.4,3472.6
03-30-2000,893.0,2785.7,3304.5
03-31-2000,901.2,2934.9,3481.5
04-01-2000,914.3,2796.3,3317.0
04-02-2000,935.8,3002.8,3562.1
04-03-2000,973.2,2994.3,3552.0
04-04-2000,982.0,2995.0,3552.8
04-05-2000,977.6,3056.9,3626.2
04-06-2000,973.2,3018.3,3580.5
04-07-2000,1008.5,2742.9,3253.8
04-08-2000,1021.8,2555.5,3031.5
04-09-2000,1021.8,2520.2,2989.6
04-10-2000,981.9,2692.1,3193.4
04-11-2000,999.5,2834.9,3362.8
04-12-2000,1005.0,2691.9,3193.2
04-13-2000,998.7,2764.6,3279.5
04-14-2000,1017.3,2707.3,3211.4
04-15-2000,1015.6,2711.9,3216.9
04-16-2000,1031.8,2727.2,3235.1
04-17-2000,1043.1,2717.1,3223.1
04-18-2000,1043.1,2696.2,3198.3
04-19-2000,1002.8,2705.1,3208.9
04-20-2000,1002.8,2702.3,3205.6
04-21-2000,1039.2,2713.1,3218.4
04-22-2000,1019.9,2700.7,3203.7
04-23-2000,1019.9,2407.2,2855.6
04-24-2000,1017.3,2412.7,2862.0
04-25-2000,1018.5,2551.3,3026.4
04-26-2000,1016.2,2546.1,3020.3
04-27-2000,1033.1,2500.2,2965.8
04-28-2000,1057.4,2551.9,3027.1
04-29-2000,1016.3,2480.0,2941.9
04-30-2000,1016.3,2490.2,2953.9
05-01-2000,1027.0,2352.9,2791.1
05-02-2000,1017.3,2517.9,2986.8
05-03-2000,1012.1,2515.6,2984.1
05-04-2000,991.1,2528.4,2999.2
05-05-2000,999.9,2450.8,2907.2
05-06-2000,994.8,2449.8,2906.0
05-07-2000,981.4,2430.5,2883.1
05-08-2000,993.9,2372.8,2814.7
05-09-2000,993.9,2449.3,2905.4
05-10-2000,1011.2,2371.7,2813.4
05-11-2000,995.2,2358.6,2797.9
05-12-2000,942.5,2515.9,2984.5
05-13-2000,947.5,2667.3,3164.0
05-14-2000,972.8,2669.7,3166.8
05-15-2000,961.3,2530.2,3001.4
05-16-2000,931.8,2613.3,3100.0
05-17-2000,931.8,2560.9,3037.8
05-18-2000,940.6,2560.0,3036.8
05-19-2000,940.6,2560.0,3036.8
05-20-2000,951.9,2559.0,3035.6
05-21-2000,934.2,2953.0,3502.9
05-22-2000,940.5,2663.2,3159.2
05-23-2000,941.1,2690.6,3191.7
05-24-2000,976.1,2683.0,3182.7
05-25-2000,990.5,2684.0,3183.8
05-26-2000,990.5,2684.1,3184.0
05-27-2000,980.8,2718.3,3224.6
05-28-2000,957.8,2638.9,3130.3
05-29-2000,974.9,2634.1,3124.6
05-30-2000,977.8,2705.8,3209.8
05-31-2000,991.2,2681.8,3181.3
06-01-2000,1000.9,2659.1,3154.3
06-02-2000,991.2,2751.4,3263.8
06-03-2000,989.3,2671.7,3169.3
06-04-2000,999.0,2572.6,3051.7
06-05-2000,999.0,2592.7,3075.6
06-06-2000,998.7,2621.7,3109.9
06-07-2000,997.6,2617.6,3105.1
06-08-2000,1008.1,2552.9,3028.3
06-09-2000,1004.2,2528.8,2999.7
06-10-2000,1004.2,2591.1,3073.6
06-11-2000,981.0,2516.4,2985.0
06-12-2000,983.9,2514.9,2983.2
06-13-2000,993.2,2479.6,2941.3
06-14-2000,979.2,2475.6,2936.6
06-15-2000,979.2,2470.6,2930.7
06-16-2000,979.2,2547.9,3022.5
06-17-2000,982.3,2538.2,3010.9
06-18-2000,988.2,2445.7,2901.1
06-19-2000,969.4,2446.9,2902.6
06-20-2000,975.0,2425.5,2877.3
06-21-2000,971.0,2428.9,2881.2
06-22-2000,966.8,2431.5,2884.4
06-23-2000,990.0,2433.9,2887.1
06-24-2000,986.0,2502.0,2967.9
06-25-2000,995.1,2416.1,2866.1
06-26-2000,985.5,2419.2,2869.7
06-27-2000,992.4,2504.2,2970.5
06-28-2000,1003.3,2491.5,2955.5
06-29-2000,1017.9,2493.2,2957.6
06-30-2000,1017.9,2435.2,2888.8
07-01-2000,1013.0,2380.6,2824.0
07-02-2000,1061.5,2324.9,2757.9
07-03-2000,1061.5,2328.9,2762.6
07-04-2000,1061.5,2395.7,2841.9
07-05-2000,1044.7,2167.6,2571.3
07-06-2000,1044.7,2164.9,2568.0
07-07-2000,992.9,2155.3,2556.7
07-08-2000,992.9,2140.5,2539.1
07-09-2000,993.4,2151.2,2551.8
07-10-2000,989.7,2081.1,2468.7
07-11-2000,987.2,2138.7,2537.0
07-12-2000,987.2,2140.5,2539.2
07-13-2000,1031.0,2150.9,2551.4
07-14-2000,997.1,2148.7,2548.9
07-15-2000,997.1,2439.6,2893.9
07-16-2000,997.1,2158.2,2560.1
07-17-2000,1007.0,2174.4,2579.3
07-18-2000,1007.0,2171.9,2576.4
07-19-2000,1014.2,2173.9,2578.7
07-20-2000,1009.4,2178.6,2584.3
07-21-2000,1009.4,2194.9,2603.7
07-22-2000,1009.4,2194.8,2603.5
07-23-2000,1009.4,2032.3,2410.7
07-24-2000,1048.2,2032.3,2410.8
07-25-2000,1047.1,2303.2,2732.1
07-26-2000,1066.5,2014.1,2389.2
07-27-2000,1066.5,2019.1,2395.1
07-28-2000,1066.5,2330.7,2764.7
07-29-2000,1060.3,2038.8,2418.5
07-30-2000,1073.0,2039.6,2419.5
07-31-2000,1073.0,2060.3,2444.0
08-01-2000,1073.0,2079.2,2466.4
08-02-2000,1073.0,1999.6,2372.0
08-03-2000,1339.4,1925.0,2283.5
