Date,Value_1,Value_2,Value_3
02-18-2014,2226.0,38.0,4990.0
02-19-2014,2356.0,38.0,4990.0
02-20-2014,2356.0,38.0,4990.0
02-21-2014,2978.0,38.0,4990.0
02-22-2014,2933.0,38.0,4990.0
02-23-2014,3112.0,43.0,4990.0
02-24-2014,3267.0,53.0,4990.0
02-25-2014,3379.0,58.0,4990.0
02-26-2014,3494.0,58.0,4990.0
02-27-2014,3609.0,58.0,4990.0
02-28-2014,3611.0,58.0,4990.0
03-01-2014,3471.0,58.0,4990.0
03-02-2014,3491.0,66.0,4990.0
03-03-2014,3442.0,66.0,4990.0
03-04-2014,3427.0,66.0,4990.0
03-05-2014,3447.0,66.0,4990.0
03-06-2014,3402.0,66.0,4990.0
03-07-2014,3507.0,66.0,4990.0
03-08-2014,3677.0,71.0,4990.0
03-09-2014,3697.0,71.0,4990.0
03-10-2014,3752.0,71.0,4990.0
03-11-2014,3854.0,71.0,4990.0
03-12-2014,4114.0,71.0,4990.0
03-13-2014,4129.0,71.0,4990.0
03-14-2014,4129.0,71.0,4990.0
03-15-2014,4199.0,71.0,4990.0
03-16-2014,4169.0,71.0,4990.0
03-17-2014,4119.0,71.0,4990.0
03-18-2014,4164.0,71.0,4990.0
03-19-2014,4309.0,71.0,4990.0
03-20-2014,4419.0,71.0,4990.0
03-21-2014,4211.0,71.0,4990.0
03-22-2014,4486.0,71.0,4990.0
03-23-2014,4734.0,71.0,4990.0
03-24-2014,4661.0,61.0,4990.0
03-25-2014,4735.0,61.0,4990.0
03-26-2014,4509.0,61.0,4990.0
03-27-2014,4507.0,61.0,4990.0
03-28-2014,4748.0,61.0,4990.0
03-29-2014,4772.0,61.0,4990.0
03-30-2014,4266.0,66.0,4990.0
03-31-2014,4288.0,81.0,4990.0
04-01-2014,4305.0,81.0,4990.0
04-02-2014,4341.0,97.0,4990.0
04-03-2014,4326.0,97.0,4990.0
04-04-2014,4266.0,97.0,4990.0
04-05-2014,4406.0,97.0,4990.0
04-06-2014,4504.0,107.0,4990.0
04-07-2014,4528.0,112.0,4990.0
04-08-2014,4455.0,146.0,4990.0
04-09-2014,4455.0,151.0,4990.0
04-10-2014,4505.0,166.0,4990.0
04-11-2014,4465.0,166.0,4990.0
04-12-2014,4485.0,166.0,4990.0
04-13-2014,4575.0,166.0,4990.0
04-14-2014,4191.0,166.0,4990.0
04-15-2014,4171.0,176.0,4990.0
04-16-2014,4136.0,176.0,4990.0
04-17-2014,4141.0,186.0,4990.0
04-18-2014,4145.0,186.0,4990.0
04-19-2014,4165.0,186.0,4990.0
04-20-2014,4165.0,201.0,4990.0
04-21-2014,4060.0,206.0,4990.0
04-22-2014,4148.0,206.0,4990.0
04-23-2014,4128.0,206.0,4990.0
04-24-2014,4058.0,206.0,4990.0
04-25-2014,4033.0,206.0,4990.0
04-26-2014,4074.0,206.0,4990.0
04-27-2014,4114.0,212.0,4990.0
04-28-2014,4159.0,212.0,4990.0
04-29-2014,4112.0,217.0,4990.0
04-30-2014,4116.0,217.0,4990.0
05-01-2014,4063.0,217.0,4990.0
05-02-2014,4073.0,217.0,4990.0
05-03-2014,4097.0,217.0,4990.0
05-04-2014,4064.0,217.0,4990.0
05-05-2014,4135.0,217.0,4990.0
05-06-2014,4133.0,217.0,4990.0
05-07-2014,4118.0,217.0,4990.0
05-08-2014,4143.0,217.0,4990.0
05-09-2014,4179.0,217.0,4990.0
05-10-2014,4254.0,222.0,4990.0
05-11-2014,4134.0,227.0,7790.0
05-12-2014,3967.0,227.0,7790.0
05-13-2014,3782.0,227.0,7790.0
05-14-2014,3651.0,252.0,7790.0
05-15-2014,3488.0,257.0,8780.0
05-16-2014,3350.0,257.0,9630.0
05-17-2014,3361.0,267.0,8780.0
05-18-2014,3131.0,267.0,8780.0
05-19-2014,3060.0,282.0,8780.0
05-20-2014,2990.0,292.0,8780.0
05-21-2014,2944.0,287.0,8780.0
05-22-2014,2648.0,287.0,
05-23-2014,2547.0,282.0,
05-24-2014,2537.0,282.0,
05-25-2014,2592.0,282.0,
05-26-2014,2698.0,282.0,
05-27-2014,2887.0,292.0,
05-28-2014,2763.0,292.0,
05-29-2014,2722.0,292.0,
05-30-2014,2795.0,292.0,
05-31-2014,2777.0,292.0,
06-01-2014,2677.0,292.0,
06-02-2014,2647.0,292.0,
06-03-2014,2626.0,317.0,
06-04-2014,2673.0,317.0,
06-05-2014,2521.0,317.0,
06-06-2014,2419.0,317.0,
06-07-2014,2332.0,317.0,
06-08-2014,2537.0,322.0,
06-09-2014,2581.0,322.0,
06-10-2014,2703.0,317.0,
06-11-2014,2658.0,302.0,
06-12-2014,2654.0,307.0,
06-13-2014,2651.0,292.0,
06-14-2014,2819.0,292.0,
06-15-2014,2859.0,292.0,
06-16-2014,2859.0,292.0,
06-17-2014,2874.0,292.0,
06-18-2014,3190.0,292.0,
06-19-2014,3365.0,292.0,
06-20-2014,3495.0,292.0,
06-21-2014,3394.0,307.0,
06-22-2014,3595.0,307.0,
06-23-2014,3610.0,307.0,
06-24-2014,3375.0,307.0,
06-25-2014,3377.0,307.0,
06-26-2014,3392.0,307.0,
06-27-2014,3528.0,307.0,
06-28-2014,3495.0,322.0,
06-29-2014,3480.0,322.0,
06-30-2014,3673.0,322.0,
07-01-2014,3908.0,322.0,
07-02-2014,3805.0,332.0,
07-03-2014,3963.0,337.0,
07-04-2014,3960.0,341.0,
07-05-2014,4135.0,346.0,
07-06-2014,4219.0,336.0,
07-07-2014,4306.0,331.0,
07-08-2014,4301.0,341.0,
07-09-2014,4321.0,346.0,
07-10-2014,4279.0,361.0,
07-11-2014,4335.0,371.0,
07-12-2014,4092.0,371.0,
07-13-2014,4213.0,371.0,
07-14-2014,4223.0,376.0,
07-15-2014,4347.0,381.0,
07-16-2014,4279.0,396.0,
07-17-2014,4269.0,401.0,
07-18-2014,4102.0,401.0,
07-19-2014,4089.0,401.0,
07-20-2014,4219.0,426.0,
07-21-2014,4297.0,431.0,
07-22-2014,3848.0,426.0,
07-23-2014,3928.0,426.0,
07-24-2014,4030.0,451.0,
07-25-2014,4117.0,451.0,
07-26-2014,4144.0,448.0,
07-27-2014,4123.0,598.0,
07-28-2014,4180.0,603.0,
07-29-2014,4225.0,613.0,
07-30-2014,4008.0,623.0,
07-31-2014,3845.0,633.0,
08-01-2014,3876.0,633.0,
08-02-2014,3813.0,633.0,
08-03-2014,3793.0,648.0,
08-04-2014,3578.0,653.0,
08-05-2014,3613.0,742.0,
08-06-2014,3717.0,716.0,
08-07-2014,3725.0,701.0,
08-08-2014,3687.0,706.0,
08-09-2014,3644.0,711.0,
08-10-2014,3784.0,716.0,
08-11-2014,3518.0,711.0,
08-12-2014,3570.0,711.0,
08-13-2014,3515.0,706.0,
08-14-2014,3633.0,698.0,
08-15-2014,3855.0,703.0,
08-16-2014,3821.0,718.0,
08-17-2014,3931.0,728.0,
08-18-2014,3929.0,708.0,
08-19-2014,3793.0,708.0,
08-20-2014,4034.0,708.0,
08-21-2014,4478.0,716.0,
08-22-2014,4944.0,711.0,
08-23-2014,5200.0,706.0,
08-24-2014,5153.0,706.0,
08-25-2014,5246.0,701.0,
08-26-2014,5748.0,701.0,
08-27-2014,5594.0,701.0,
08-28-2014,5257.0,696.0,
08-29-2014,4979.0,686.0,
08-30-2014,4928.0,671.0,
08-31-2014,4798.0,676.0,
09-01-2014,5085.0,676.0,
09-02-2014,5126.0,671.0,
09-03-2014,5307.0,676.0,
09-04-2014,5173.0,666.0,
09-05-2014,5183.0,666.0,
09-06-2014,5165.0,671.0,
09-07-2014,5327.0,666.0,
09-08-2014,5462.0,706.0,
09-09-2014,5434.0,711.0,
09-10-2014,5394.0,721.0,
09-11-2014,5491.0,721.0,
09-12-2014,5486.0,721.0,
09-13-2014,5494.0,751.0,
09-14-2014,,756.0,
09-15-2014,,756.0,
09-16-2014,,786.0,
09-17-2014,,781.0,
09-18-2014,,756.0,
09-19-2014,,756.0,
09-20-2014,,714.0,
09-21-2014,,714.0,
09-22-2014,,714.0,
09-23-2014,,714.0,
09-24-2014,,714.0,
09-25-2014,,714.0,
09-26-2014,,714.0,
09-27-2014,,714.0,
09-28-2014,,759.0,
09-29-2014,,754.0,
09-30-2014,,774.0,
10-01-2014,,779.0,
10-02-2014,,759.0,
10-03-2014,,759.0,
10-04-2014,,754.0,
10-05-2014,,759.0,
10-06-2014,,759.0,
10-07-2014,,754.0,
10-08-2014,,829.0,
10-09-2014,,829.0,
10-10-2014,,819.0,
10-11-2014,,799.0,
10-12-2014,,814.0,
10-13-2014,,819.0,
10-14-2014,,819.0,
10-15-2014,,829.0,
10-16-2014,,829.0,
10-17-2014,,839.0,
10-18-2014,,854.0,
10-19-2014,,849.0,
10-20-2014,,854.0,
10-21-2014,,859.0,
10-22-2014,,859.0,
10-23-2014,,854.0,
10-24-2014,,884.0,
10-25-2014,,909.0,
10-26-2014,,939.0,
10-27-2014,,944.0,
10-28-2014,,939.0,
10-29-2014,,949.0,
10-30-2014,,954.0,
10-31-2014,,954.0,
11-01-2014,,964.0,
11-02-2014,,964.0,
11-03-2014,,969.0,
11-04-2014,,969.0,
11-05-2014,,978.0,
11-06-2014,,983.0,
11-07-2014,,988.0,
11-08-2014,,1009.0,
11-09-2014,,1013.0,
11-10-2014,,1033.0,
11-11-2014,,1068.0,
11-12-2014,,1058.0,
11-13-2014,,1068.0,
11-14-2014,,1053.0,
11-15-2014,,1017.0,
11-16-2014,,1017.0,
11-17-2014,,1017.0,
11-18-2014,,1018.0,
11-19-2014,,1029.0,
11-20-2014,,1029.0,
11-21-2014,,1024.0,
