Date,Value_1,Value_2,Value_3
03-18-2013,1005.8,8623.0,997.8
03-19-2013,999.9,8630.0,994.6
03-20-2013,1004.8,8595.0,997.2
03-21-2013,1000.1,8558.0,1002.0
03-22-2013,998.4,8490.0,996.5
03-23-2013,990.9,8513.0,997.1
03-24-2013,991.5,8513.0,996.1
03-25-2013,985.7,8380.0,999.5
03-26-2013,986.8,8535.0,1000.8
03-27-2013,987.6,8490.0,1007.0
03-28-2013,1001.1,8498.0,1011.7
03-29-2013,987.0,8513.0,1006.4
03-30-2013,979.7,8588.0,1006.4
03-31-2013,967.9,8608.0,998.1
04-01-2013,966.2,8668.0,978.0
04-02-2013,973.1,8668.0,984.8
04-03-2013,992.2,8623.0,979.4
04-04-2013,997.2,8630.0,975.9
04-05-2013,987.0,8668.0,989.0
04-06-2013,980.3,8668.0,982.6
04-07-2013,973.7,8588.0,992.0
04-08-2013,957.7,8528.0,992.8
04-09-2013,955.1,8565.0,987.4
04-10-2013,960.5,8543.0,982.7
04-11-2013,965.0,8558.0,993.1
04-12-2013,964.8,8558.0,985.5
04-13-2013,999.0,8580.0,968.0
04-14-2013,1007.0,8653.0,981.5
04-15-2013,1003.0,8565.0,983.8
04-16-2013,993.4,8528.0,963.0
04-17-2013,1008.7,8520.0,976.1
04-18-2013,1008.7,8550.0,984.6
04-19-2013,1012.4,8608.0,979.3
04-20-2013,1000.5,8653.0,978.1
04-21-2013,1024.0,8675.0,997.3
04-22-2013,1029.8,8698.0,995.7
04-23-2013,1032.9,8698.0,995.4
04-24-2013,1033.1,8608.0,1009.2
04-25-2013,1037.5,8623.0,1006.1
04-26-2013,1033.8,8615.0,1004.7
04-27-2013,1037.0,8513.0,1003.2
04-28-2013,1044.3,8505.0,1016.1
04-29-2013,1043.3,8550.0,1016.1
04-30-2013,1048.4,8588.0,1005.8
05-01-2013,1051.9,8588.0,999.9
05-02-2013,1051.1,8600.0,1004.8
05-03-2013,1053.9,8595.0,1000.1
05-04-2013,1031.0,8580.0,998.4
05-05-2013,1026.8,8600.0,990.9
05-06-2013,1046.7,8595.0,991.5
05-07-2013,1028.5,8565.0,985.7
05-08-2013,1032.7,8573.0,986.8
05-09-2013,1023.3,8638.0,987.6
05-10-2013,1016.7,8668.0,1001.1
05-11-2013,1019.8,8690.0,987.0
05-12-2013,1003.4,8720.0,979.7
05-13-2013,990.4,8705.0,967.9
05-14-2013,1003.4,8720.0,966.2
05-15-2013,1001.5,8748.0,973.1
05-16-2013,989.9,8808.0,992.2
05-17-2013,982.0,8800.0,997.2
05-18-2013,982.3,8823.0,987.0
05-19-2013,984.7,8838.0,980.3
05-20-2013,993.3,8875.0,973.7
05-21-2013,993.2,8845.0,957.7
05-22-2013,993.2,8868.0,955.1
05-23-2013,987.8,8853.0,960.5
05-24-2013,955.8,8860.0,965.0
05-25-2013,932.4,8875.0,964.8
05-26-2013,976.8,8895.0,999.0
05-27-2013,960.5,8910.0,1007.0
05-28-2013,964.9,8955.0,1003.0
05-29-2013,960.6,8933.0,993.4
05-30-2013,966.2,8955.0,1008.7
05-31-2013,962.8,9008.0,1008.7
06-01-2013,959.4,9043.0,1012.4
06-02-2013,967.9,9043.0,1000.5
06-03-2013,983.8,9095.0,1024.0
06-04-2013,991.5,9050.0,1029.8
06-05-2013,991.6,9008.0,1032.9
06-06-2013,997.4,8948.0,1033.1
06-07-2013,995.8,8963.0,1037.5
06-08-2013,1001.3,8955.0,1033.8
06-09-2013,996.1,8880.0,1037.0
06-10-2013,1003.0,8860.0,1044.3
06-11-2013,1014.9,8880.0,1043.3
06-12-2013,1016.1,8860.0,1048.4
06-13-2013,1017.0,8933.0,1051.9
06-14-2013,1020.2,8970.0,1051.1
06-15-2013,1027.3,8955.0,1053.9
06-16-2013,1027.3,8925.0,1031.0
06-17-2013,1020.2,8880.0,1026.8
06-18-2013,1020.2,8860.0,1046.7
06-19-2013,1020.2,8955.0,1028.5
06-20-2013,1017.7,8993.0,1032.7
06-21-2013,1029.0,8978.0,1023.3
06-22-2013,1029.0,9073.0,1016.7
06-23-2013,1029.4,9035.0,1019.8
06-24-2013,1021.5,9088.0,1003.4
06-25-2013,1021.0,9088.0,990.4
06-26-2013,1028.8,9058.0,1003.4
06-27-2013,1036.9,9080.0,1001.5
06-28-2013,1037.6,9088.0,989.9
06-29-2013,1044.1,9103.0,982.0
06-30-2013,1045.5,9103.0,982.3
07-01-2013,1036.0,9125.0,984.7
07-02-2013,1041.0,9163.0,993.3
07-03-2013,1032.6,9163.0,993.2
07-04-2013,1021.9,9168.0,993.2
07-05-2013,1015.4,9190.0,987.9
07-06-2013,1026.5,9183.0,955.9
07-07-2013,1031.7,9205.0,932.4
07-08-2013,1030.2,9265.0,976.9
07-09-2013,1010.8,9243.0,960.5
07-10-2013,1012.0,9258.0,964.9
07-11-2013,1020.4,9243.0,960.6
07-12-2013,1009.6,9220.0,966.2
07-13-2013,1025.5,9228.0,962.8
07-14-2013,1029.4,9250.0,959.4
07-15-2013,1040.3,9190.0,967.9
07-16-2013,1046.3,9183.0,983.8
07-17-2013,1046.0,9228.0,991.5
07-18-2013,1060.0,9205.0,991.6
07-19-2013,1065.0,9183.0,997.4
07-20-2013,1065.9,9213.0,995.8
07-21-2013,1068.0,9198.0,1001.3
07-22-2013,1073.7,9235.0,996.1
07-23-2013,1067.6,9273.0,1003.0
07-24-2013,1072.0,9258.0,1014.9
07-25-2013,1075.7,9273.0,1016.1
07-26-2013,1072.0,9250.0,1017.0
07-27-2013,1066.0,9273.0,1020.2
07-28-2013,1070.0,9280.0,1027.3
07-29-2013,1071.0,9280.0,1027.3
07-30-2013,1071.1,9288.0,1020.2
07-31-2013,1068.0,9250.0,1020.2
08-01-2013,1060.3,9205.0,1020.2
08-02-2013,1071.0,9118.0,1017.7
08-03-2013,1071.0,9080.0,1029.0
08-04-2013,1063.0,9058.0,1029.0
08-05-2013,1067.0,9080.0,1029.4
08-06-2013,1065.2,9095.0,1021.5
08-07-2013,1057.7,9065.0,1021.0
08-08-2013,1055.0,9118.0,1028.8
08-09-2013,1074.6,9140.0,1036.9
08-10-2013,1078.0,9148.0,1037.6
08-11-2013,1081.0,9103.0,1044.1
08-12-2013,1081.0,9043.0,1045.5
08-13-2013,1099.0,8978.0,1036.0
08-14-2013,1098.0,8955.0,1041.0
08-15-2013,1104.0,8925.0,1032.6
08-16-2013,1106.2,8963.0,1021.9
08-17-2013,1110.0,8888.0,1015.4
08-18-2013,1100.4,8880.0,1026.5
08-19-2013,1107.0,8888.0,1031.7
08-20-2013,1106.0,8910.0,1030.2
08-21-2013,1102.0,8940.0,1010.8
08-22-2013,1110.3,8970.0,1012.0
08-23-2013,1110.9,8993.0,1020.4
08-24-2013,1115.3,8860.0,1009.6
08-25-2013,1113.7,8793.0,1025.5
08-26-2013,1118.2,8720.0,1029.4
08-27-2013,1115.3,8763.0,1040.3
08-28-2013,1119.8,8815.0,1046.3
08-29-2013,1118.8,8830.0,1046.0
08-30-2013,1117.0,8770.0,1060.0
08-31-2013,1119.6,8823.0,1065.0
09-01-2013,1113.4,8910.0,1065.9
09-02-2013,1107.5,8880.0,1068.0
09-03-2013,1115.6,8845.0,1073.7
09-04-2013,1118.7,8823.0,1067.6
09-05-2013,1125.8,8823.0,1072.0
09-06-2013,1116.8,8823.0,1075.7
09-07-2013,1117.8,8748.0,1072.0
09-08-2013,1117.9,8793.0,1066.0
09-09-2013,1119.2,8845.0,1070.0
09-10-2013,1122.0,8838.0,1071.0
09-11-2013,1115.5,8910.0,1071.1
09-12-2013,1121.0,8910.0,1068.0
09-13-2013,1124.4,8918.0,1060.3
09-14-2013,1120.1,8933.0,1071.0
09-15-2013,1103.2,8940.0,1071.0
09-16-2013,1095.7,8985.0,1063.0
09-17-2013,1083.8,9050.0,1067.0
09-18-2013,1092.0,9043.0,1065.2
09-19-2013,1092.0,8880.0,1057.7
09-20-2013,1086.0,8800.0,1055.0
09-21-2013,1079.5,8888.0,1074.6
09-22-2013,1071.7,8808.0,1078.0
09-23-2013,1069.1,8785.0,1081.0
09-24-2013,1083.6,8770.0,1081.0
09-25-2013,1076.0,8698.0,1099.0
09-26-2013,1084.6,8713.0,1098.0
09-27-2013,1104.0,8675.0,1104.0
09-28-2013,1110.6,8778.0,1106.2
09-29-2013,1119.0,8808.0,1110.0
09-30-2013,1119.0,8683.0,1100.4
10-01-2013,1122.7,8668.0,1107.0
10-02-2013,1133.2,8675.0,1106.0
10-03-2013,1130.6,8668.0,1102.0
10-04-2013,1135.0,8690.0,1110.3
10-05-2013,1124.7,8608.0,1110.9
10-06-2013,1129.7,8668.0,1115.3
10-07-2013,1130.0,8600.0,1113.7
10-08-2013,1138.4,8615.0,1118.2
10-09-2013,1138.6,8588.0,1115.3
10-10-2013,1134.6,8558.0,1119.8
10-11-2013,1139.3,8550.0,1118.8
10-12-2013,1141.5,8623.0,1117.0
10-13-2013,1144.5,8580.0,1119.6
10-14-2013,1159.2,8550.0,1113.4
10-15-2013,1157.7,8558.0,1107.5
10-16-2013,1162.6,8608.0,1115.6
10-17-2013,1162.2,8588.0,1118.7
10-18-2013,1163.3,8600.0,1125.8
10-19-2013,1153.7,8580.0,1116.8
10-20-2013,1127.0,8595.0,1117.8
10-21-2013,1119.0,8638.0,1117.9
10-22-2013,1126.7,8653.0,1119.2
10-23-2013,,8748.0,1122.0
10-24-2013,,8830.0,1115.5
10-25-2013,,8823.0,1121.0
10-26-2013,,8910.0,1124.4
10-27-2013,,8933.0,1120.1
10-28-2013,,8963.0,
10-29-2013,,8970.0,
10-30-2013,,8910.0,
10-31-2013,,8910.0,
11-01-2013,,8963.0,
11-02-2013,,8978.0,
11-03-2013,,9015.0,
11-04-2013,,9073.0,
11-05-2013,,9095.0,
11-06-2013,,9008.0,
