Date,Value_1,Value_2,Value_3
05-07-2000,10750.0,5400.0,300.0
05-08-2000,10500.0,5400.0,300.0
05-09-2000,10300.0,5450.0,300.0
05-10-2000,10535.0,5427.5,300.0
05-11-2000,11050.0,5412.5,300.0
05-12-2000,11000.0,5405.0,310.0
05-13-2000,11680.0,5400.0,460.0
05-14-2000,10900.0,5410.0,580.0
05-15-2000,11650.0,5410.0,630.0
05-16-2000,12700.0,5400.0,570.0
05-17-2000,12700.0,5355.0,570.0
05-18-2000,11250.0,5250.0,570.0
05-19-2000,11250.0,5220.0,570.0
05-20-2000,10400.0,5170.0,570.0
05-21-2000,10550.0,5230.0,570.0
05-22-2000,10695.0,5250.0,770.0
05-23-2000,10625.0,5210.0,790.0
05-24-2000,10725.0,5150.0,770.0
05-25-2000,10650.0,5150.0,770.0
05-26-2000,10600.0,5187.5,800.0
05-27-2000,10700.0,5240.0,830.0
05-28-2000,10650.0,5230.0,830.0
05-29-2000,10550.0,5220.0,830.0
05-30-2000,10650.0,5240.0,840.0
05-31-2000,10600.0,5260.0,820.0
06-01-2000,10225.0,5270.0,720.0
06-02-2000,10150.0,5260.0,860.0
06-03-2000,10250.0,5240.0,860.0
06-04-2000,10075.0,5220.0,860.0
06-05-2000,10025.0,5235.0,860.0
06-06-2000,9950.0,5202.5,870.0
06-07-2000,9875.0,5130.0,870.0
06-08-2000,9800.0,5130.0,870.0
06-09-2000,9800.0,5020.0,880.0
06-10-2000,9775.0,5010.0,870.0
06-11-2000,9665.0,5010.0,870.0
06-12-2000,9550.0,5010.0,860.0
06-13-2000,9925.0,5005.0,630.0
06-14-2000,9705.0,5040.0,640.0
06-15-2000,9710.0,5050.0,700.0
06-16-2000,9625.0,5070.0,690.0
06-17-2000,9625.0,5160.0,690.0
06-18-2000,9650.0,5120.0,690.0
06-19-2000,9475.0,5120.0,650.0
06-20-2000,9475.0,5100.0,680.0
06-21-2000,9650.0,5160.0,690.0
06-22-2000,9725.0,5075.0,700.0
06-23-2000,9800.0,5115.0,730.0
06-24-2000,9900.0,5175.0,680.0
06-25-2000,10075.0,5165.0,680.0
06-26-2000,9800.0,5195.0,720.0
06-27-2000,9700.0,5180.0,740.0
06-28-2000,9800.0,5200.0,740.0
06-29-2000,9925.0,5230.0,720.0
06-30-2000,9675.0,5300.0,720.0
07-01-2000,9590.0,5370.0,720.0
07-02-2000,9600.0,5435.0,780.0
07-03-2000,9600.0,5440.0,760.0
07-04-2000,9790.0,5480.0,790.0
07-05-2000,9700.0,5500.0,820.0
07-06-2000,9670.0,5530.0,830.0
07-07-2000,9530.0,5550.0,820.0
07-08-2000,9550.0,5560.0,810.0
07-09-2000,9650.0,5540.0,800.0
07-10-2000,9640.0,5650.0,820.0
07-11-2000,9600.0,5500.0,820.0
07-12-2000,9710.0,5480.0,900.0
07-13-2000,9700.0,5480.0,900.0
07-14-2000,9790.0,5400.0,930.0
07-15-2000,9900.0,5390.0,910.0
07-16-2000,9870.0,5460.0,930.0
07-17-2000,9800.0,5420.0,1040.0
07-18-2000,10050.0,5430.0,1030.0
07-19-2000,10295.0,5455.0,1030.0
07-20-2000,10450.0,5480.0,1030.0
07-21-2000,10300.0,5487.5,1040.0
07-22-2000,10300.0,5460.0,1050.0
07-23-2000,9825.0,5490.0,1100.0
07-24-2000,9700.0,5520.0,1160.0
07-25-2000,9530.0,5520.0,1160.0
07-26-2000,9325.0,5560.0,1280.0
07-27-2000,9250.0,5455.0,1290.0
07-28-2000,9200.0,5450.0,1290.0
07-29-2000,9200.0,5380.0,1280.0
07-30-2000,9325.0,5400.0,1350.0
07-31-2000,9200.0,5420.0,1330.0
08-01-2000,9150.0,5450.0,1340.0
08-02-2000,9275.0,5410.0,1390.0
08-03-2000,9290.0,5470.0,1390.0
08-04-2000,9275.0,5480.0,1380.0
08-05-2000,9350.0,5480.0,1380.0
08-06-2000,9250.0,5460.0,1460.0
08-07-2000,9200.0,5540.0,1450.0
08-08-2000,9060.0,5440.0,1470.0
08-09-2000,9000.0,5485.0,1540.0
08-10-2000,8920.0,5600.0,1540.0
08-11-2000,8810.0,5635.0,1530.0
08-12-2000,8800.0,5610.0,1510.0
08-13-2000,8875.0,5690.0,1550.0
08-14-2000,8650.0,5632.5,1550.0
08-15-2000,8575.0,5660.0,1530.0
08-16-2000,8700.0,5690.0,1620.0
08-17-2000,8700.0,5680.0,1530.0
08-18-2000,8725.0,5730.0,1630.0
08-19-2000,8525.0,5770.0,1650.0
08-20-2000,8500.0,5750.0,1840.0
08-21-2000,8475.0,5720.0,1820.0
08-22-2000,8410.0,5770.0,1910.0
08-23-2000,8475.0,5870.0,2030.0
08-24-2000,8375.0,5930.0,1980.0
08-25-2000,8215.0,5810.0,2120.0
08-26-2000,8190.0,5850.0,2010.0
08-27-2000,8200.0,5780.0,2390.0
08-28-2000,8100.0,5770.0,2450.0
08-29-2000,8000.0,5770.0,2500.0
08-30-2000,8000.0,5750.0,2360.0
08-31-2000,7940.0,5770.0,2360.0
09-01-2000,7875.0,5810.0,2540.0
09-02-2000,7970.0,5790.0,2750.0
09-03-2000,8000.0,5770.0,2790.0
09-04-2000,8000.0,5820.0,2920.0
09-05-2000,8050.0,5872.5,3240.0
09-06-2000,8000.0,5810.0,3360.0
09-07-2000,7875.0,5840.0,3400.0
09-08-2000,7885.0,5890.0,3390.0
09-09-2000,7700.0,5880.0,3330.0
09-10-2000,7700.0,5780.0,3470.0
09-11-2000,7640.0,5715.0,3390.0
09-12-2000,7900.0,5870.0,3410.0
09-13-2000,7600.0,5950.0,3400.0
09-14-2000,7650.0,5960.0,3520.0
09-15-2000,7680.0,5880.0,3500.0
09-16-2000,7725.0,5810.0,3540.0
09-17-2000,7800.0,5740.0,3520.0
09-18-2000,7960.0,5755.0,3470.0
09-19-2000,8225.0,5800.0,3420.0
09-20-2000,7950.0,5840.0,3400.0
09-21-2000,8100.0,5800.0,3470.0
09-22-2000,8375.0,5665.0,3460.0
09-23-2000,8300.0,5700.0,3410.0
09-24-2000,8025.0,5660.0,3510.0
09-25-2000,8000.0,5730.0,3490.0
09-26-2000,7850.0,5720.0,3670.0
09-27-2000,7650.0,5730.0,3520.0
09-28-2000,7600.0,5725.0,3730.0
09-29-2000,7590.0,5680.0,3590.0
09-30-2000,7625.0,5550.0,3670.0
10-01-2000,7475.0,5570.0,3770.0
10-02-2000,7430.0,5450.0,3840.0
10-03-2000,7340.0,5475.0,3880.0
10-04-2000,7350.0,5520.0,3920.0
10-05-2000,7460.0,5600.0,3940.0
10-06-2000,7400.0,5600.0,3990.0
10-07-2000,7530.0,5580.0,3960.0
10-08-2000,7575.0,5570.0,3980.0
10-09-2000,7500.0,5565.0,3860.0
10-10-2000,7390.0,5540.0,3880.0
10-11-2000,7275.0,5380.0,3810.0
10-12-2000,7480.0,5400.0,3940.0
10-13-2000,7400.0,5300.0,4050.0
10-14-2000,7435.0,5300.0,4040.0
10-15-2000,7475.0,5330.0,4090.0
10-16-2000,7470.0,5290.0,4130.0
10-17-2000,7460.0,5250.0,3980.0
10-18-2000,7450.0,5255.0,4120.0
10-19-2000,7420.0,5220.0,4300.0
10-20-2000,7450.0,5202.5,4290.0
10-21-2000,7590.0,5160.0,4680.0
10-22-2000,7625.0,5210.0,5000.0
10-23-2000,7525.0,5220.0,5080.0
10-24-2000,7425.0,5290.0,5440.0
10-25-2000,7275.0,5180.0,5340.0
10-26-2000,7340.0,5090.0,5410.0
10-27-2000,7210.0,5130.0,5370.0
10-28-2000,7075.0,5030.0,5530.0
10-29-2000,6950.0,5100.0,5770.0
