Date,Value_1,Value_2,Value_3
04-26-2010,6107.5,3000.0,3480.0
04-27-2010,6130.0,2990.0,3480.0
04-28-2010,6127.5,2945.0,3390.0
04-29-2010,6165.0,2977.5,3390.0
04-30-2010,6237.5,2952.5,3390.0
05-01-2010,6227.5,2960.0,3390.0
05-02-2010,6325.0,2960.0,3380.0
05-03-2010,6335.0,2990.0,3320.0
05-04-2010,6290.0,2990.0,3320.0
05-05-2010,6287.5,2990.0,3320.0
05-06-2010,6165.0,2990.0,3280.0
05-07-2010,6177.5,2965.0,3285.0
05-08-2010,6137.5,2950.0,3285.0
05-09-2010,6040.0,2940.0,3230.0
05-10-2010,5982.5,2930.0,3230.0
05-11-2010,5987.5,2940.0,3230.0
05-12-2010,6005.0,2940.0,3227.5
05-13-2010,6037.5,2935.0,3250.0
05-14-2010,6012.5,2927.5,3210.0
05-15-2010,6035.0,2907.5,3230.0
05-16-2010,5990.0,2915.0,3220.0
05-17-2010,5940.0,2900.0,3185.0
05-18-2010,5992.5,2855.0,3140.0
05-19-2010,6035.0,2855.0,3170.0
05-20-2010,5917.5,2865.0,3185.0
05-21-2010,5912.5,2865.0,3175.0
05-22-2010,5875.0,2867.5,3160.0
05-23-2010,5850.0,2840.0,3150.0
05-24-2010,5820.0,2825.0,3130.0
05-25-2010,5755.0,2820.0,3135.0
05-26-2010,5755.0,2812.5,3100.0
05-27-2010,5717.5,2822.5,3075.0
05-28-2010,5762.5,2822.5,3115.0
05-29-2010,5810.0,2820.0,3100.0
05-30-2010,5910.0,2780.0,3135.0
05-31-2010,5892.5,2790.0,3160.0
06-01-2010,6000.0,2800.0,3135.0
06-02-2010,6045.0,2785.0,3165.0
06-03-2010,6092.5,2757.5,3155.0
06-04-2010,6105.0,2727.5,3170.0
06-05-2010,6040.0,2710.0,3220.0
06-06-2010,6040.0,2710.0,3215.0
06-07-2010,6020.0,2730.0,3200.0
06-08-2010,5922.5,2730.0,3220.0
06-09-2010,5922.5,2780.0,3200.0
06-10-2010,5822.5,2770.0,3200.0
06-11-2010,6010.0,2810.0,3180.0
06-12-2010,6132.5,2832.5,3190.0
06-13-2010,6200.0,2842.5,3200.0
06-14-2010,6137.5,2790.0,3170.0
06-15-2010,6337.5,2882.5,3165.0
06-16-2010,6512.5,2920.0,3142.5
06-17-2010,6417.5,2960.0,3080.0
06-18-2010,6440.0,2960.0,3095.0
06-19-2010,6515.0,3070.0,3100.0
06-20-2010,6567.5,3080.0,3110.0
06-21-2010,6810.0,3000.0,3160.0
06-22-2010,6745.0,3010.0,3130.0
06-23-2010,6700.0,3002.5,3130.0
06-24-2010,6672.5,3075.0,3160.0
06-25-2010,6787.5,3050.0,3095.0
06-26-2010,6857.5,3045.0,3070.0
06-27-2010,6857.5,3060.0,3030.0
06-28-2010,6822.5,3160.0,3045.0
06-29-2010,6837.5,3155.0,3090.0
06-30-2010,6972.5,3240.0,3075.0
07-01-2010,7070.0,3267.5,3060.0
07-02-2010,7215.0,3227.5,3070.0
07-03-2010,7372.5,3240.0,3065.0
07-04-2010,7245.0,3315.0,3067.5
07-05-2010,7537.5,3300.0,3055.0
07-06-2010,7540.0,3277.5,3060.0
07-07-2010,7000.0,3182.5,3040.0
07-08-2010,7137.5,3250.0,3015.0
07-09-2010,7115.0,3300.0,3010.0
07-10-2010,6935.0,3280.0,3032.5
07-11-2010,7060.0,3287.5,3030.0
07-12-2010,7137.5,3250.0,3065.0
07-13-2010,6890.0,3242.5,3012.5
07-14-2010,6875.0,3180.0,3010.0
07-15-2010,6957.5,3090.0,2995.0
07-16-2010,7030.0,3115.0,3010.0
07-17-2010,7030.0,3080.0,3020.0
07-18-2010,7127.5,3107.5,3010.0
07-19-2010,7185.0,3085.0,3015.0
07-20-2010,6980.0,3035.0,3030.0
07-21-2010,7135.0,3000.0,3055.0
07-22-2010,7220.0,3030.0,3085.0
07-23-2010,7230.0,3055.0,3075.0
07-24-2010,7015.0,3065.0,3077.5
07-25-2010,7290.0,3037.5,3075.0
07-26-2010,7265.0,3035.0,3110.0
07-27-2010,7402.5,3065.0,3122.5
07-28-2010,7322.5,3080.0,3120.0
07-29-2010,7247.5,3175.0,3100.0
07-30-2010,7430.0,3230.0,3125.0
07-31-2010,7465.0,3200.0,3125.0
08-01-2010,7540.0,3195.0,3092.5
08-02-2010,7560.0,3185.0,3080.0
08-03-2010,7480.0,3162.5,3085.0
08-04-2010,7397.5,3230.0,3115.0
08-05-2010,7597.5,3262.5,3087.5
08-06-2010,7605.0,3255.0,3060.0
08-07-2010,7590.0,3260.0,3022.5
08-08-2010,7585.0,3315.0,3040.0
08-09-2010,7507.5,3305.0,3050.0
08-10-2010,7692.5,3240.0,3030.0
08-11-2010,7565.0,3220.0,3030.0
