Date,Value_1,Value_2,Value_3
04-24-1978,5900.0,2560.0,1957.0
04-25-1978,5865.0,2560.0,1917.0
04-26-1978,5895.0,2570.0,1924.0
04-27-1978,5950.0,2640.0,1933.0
04-28-1978,5960.0,2635.0,1925.0
04-29-1978,6080.0,2640.0,1976.0
04-30-1978,6080.0,2610.0,1944.0
05-01-1978,6140.0,2550.0,1938.0
05-02-1978,6165.0,2550.0,1903.0
05-03-1978,6200.0,2550.0,1876.0
05-04-1978,6200.0,2585.0,1888.0
05-05-1978,6250.0,2615.0,1932.0
05-06-1978,6230.0,2620.0,1950.0
05-07-1978,6212.0,2620.0,1943.0
05-08-1978,6325.0,2677.5,1958.0
05-09-1978,6500.0,2670.0,1953.0
05-10-1978,6500.0,2690.0,1945.0
05-11-1978,6600.0,2580.0,1938.0
05-12-1978,6470.0,2530.0,1928.0
05-13-1978,6560.0,2510.0,1948.0
05-14-1978,6655.0,2490.0,1907.0
05-15-1978,6700.0,2500.0,1917.0
05-16-1978,6840.0,2430.0,1947.0
05-17-1978,6830.0,2530.0,1934.0
05-18-1978,6830.0,2480.0,1931.0
05-19-1978,6740.0,2495.0,1933.0
05-20-1978,6505.0,2440.0,1931.0
05-21-1978,6440.0,2425.0,1941.0
05-22-1978,6227.0,2435.0,1961.0
05-23-1978,6100.0,2437.5,1968.0
05-24-1978,6450.0,2435.0,1957.0
05-25-1978,6525.0,2440.0,1965.0
05-26-1978,6340.0,2430.0,1962.0
05-27-1978,6425.0,2465.0,1942.0
05-28-1978,6470.0,2460.0,1942.0
05-29-1978,6225.0,2450.0,1950.0
05-30-1978,6077.0,2445.0,1961.0
05-31-1978,6027.0,2430.0,1876.0
06-01-1978,6175.0,2422.5,1916.0
06-02-1978,6160.0,2392.5,1907.0
06-03-1978,6050.0,2390.0,1894.0
06-04-1978,6055.0,2397.5,1898.0
06-05-1978,5875.0,2412.5,1908.0
06-06-1978,5875.0,2415.0,1920.0
06-07-1978,6060.0,2395.0,1921.0
06-08-1978,6130.0,2415.0,1920.0
06-09-1978,6105.0,2400.0,1892.0
06-10-1978,6300.0,2420.0,1906.0
06-11-1978,6395.0,2415.0,1902.0
06-12-1978,6550.0,2390.0,1892.0
06-13-1978,6625.0,2400.0,1888.0
06-14-1978,6517.0,2440.0,1910.0
06-15-1978,6530.0,2430.0,1914.0
06-16-1978,6550.0,2430.0,1904.0
06-17-1978,6575.0,2442.5,1919.0
06-18-1978,6645.0,2422.5,1927.0
06-19-1978,6707.0,2405.0,1919.0
06-20-1978,6530.0,2425.0,1909.0
06-21-1978,6585.0,2427.5,1901.0
06-22-1978,6565.0,2440.0,1918.0
06-23-1978,6530.0,2445.0,1899.0
06-24-1978,6850.0,2440.0,1910.0
06-25-1978,6860.0,2430.0,1901.0
