Date,Value_1,Value_2,Value_3
12-16-2010,1206.5,1503.3,1539.7
12-17-2010,1206.5,1490.2,1539.9
12-18-2010,1209.1,1485.4,1522.1
12-19-2010,1218.6,1506.2,1537.4
12-20-2010,1222.3,1499.4,1551.5
12-21-2010,1222.3,1495.3,1562.6
12-22-2010,1221.2,1502.3,1555.1
12-23-2010,1222.0,1492.3,1562.5
12-24-2010,1223.5,1505.2,1563.0
12-25-2010,1223.5,1500.3,1564.9
12-26-2010,1222.3,1510.6,1583.1
12-27-2010,1232.8,1510.1,1591.2
12-28-2010,1232.8,1515.9,1601.2
12-29-2010,1239.5,1509.1,1604.2
12-30-2010,1239.5,1517.6,1625.7
12-31-2010,1238.0,1501.6,1626.0
01-01-2011,1235.3,1507.5,1633.1
01-02-2011,1238.2,1498.9,1626.9
01-03-2011,1250.8,1512.2,1631.6
01-04-2011,1250.8,1516.2,1636.6
01-05-2011,1256.7,1535.9,1645.5
01-06-2011,1261.7,1540.9,1646.4
01-07-2011,1261.7,1535.1,1644.4
01-08-2011,1245.5,1496.6,1639.9
01-09-2011,1246.7,1521.8,1640.1
01-10-2011,1255.5,1499.3,1642.7
01-11-2011,1255.5,1487.2,1638.6
01-12-2011,1260.7,1500.8,1640.8
01-13-2011,1262.6,1509.1,1636.6
01-14-2011,1262.6,1526.9,1656.3
01-15-2011,1248.7,1527.4,1659.9
01-16-2011,1269.0,1535.0,1658.4
01-17-2011,1269.0,1529.8,1649.8
01-18-2011,1269.6,1541.5,1644.1
01-19-2011,1273.5,1545.5,1649.6
01-20-2011,1282.1,1530.6,1642.1
01-21-2011,1288.0,1545.7,1643.0
01-22-2011,1288.0,1561.9,1646.7
01-23-2011,1285.6,1566.8,1638.0
01-24-2011,1293.7,1574.0,1611.7
01-25-2011,1294.1,1582.2,1607.0
01-26-2011,1294.1,1578.2,1600.8
01-27-2011,1299.4,1583.2,1606.2
01-28-2011,1304.2,1584.3,1592.1
01-29-2011,1308.8,1601.7,1610.4
01-30-2011,1308.8,1608.2,1617.1
01-31-2011,1280.8,1602.2,1609.9
02-01-2011,1271.6,1617.1,1583.8
02-02-2011,1284.8,1618.7,1587.9
02-03-2011,1292.1,1619.7,1592.4
02-04-2011,1292.1,1609.7,1587.0
02-05-2011,1271.6,1604.2,1594.8
02-06-2011,1295.7,1604.8,1609.0
02-07-2011,1295.7,1608.8,1608.6
02-08-2011,1286.4,1601.1,1609.2
02-09-2011,1284.6,1607.7,1624.8
02-10-2011,1284.6,1583.2,1638.3
02-11-2011,1279.9,1590.2,1644.9
02-12-2011,1270.5,1585.2,1641.0
02-13-2011,1270.5,1562.0,1644.7
02-14-2011,1259.2,1576.6,1653.8
02-15-2011,1244.0,1592.6,1660.8
02-16-2011,1237.6,1596.3,1680.1
02-17-2011,1243.0,1581.3,1679.6
02-18-2011,1261.9,1564.0,1665.0
02-19-2011,1261.1,1590.8,1656.8
02-20-2011,1274.2,1578.3,1656.6
02-21-2011,1279.1,1593.5,1646.1
02-22-2011,1279.1,1604.8,1652.6
02-23-2011,1285.7,1583.0,1645.3
02-24-2011,1293.1,1543.2,1635.7
02-25-2011,1293.1,1543.4,1650.8
02-26-2011,1297.0,1525.6,1644.5
02-27-2011,1298.3,1540.9,1630.9
02-28-2011,1298.3,1555.0,1646.1
03-01-2011,1298.0,1566.1,1629.0
03-02-2011,1298.0,1558.6,1611.7
03-03-2011,1297.6,1566.0,1610.1
03-04-2011,1288.6,1566.5,1646.5
03-05-2011,1277.5,1568.4,1660.5
03-06-2011,1279.0,1586.6,1665.8
03-07-2011,1287.5,1594.7,1653.4
03-08-2011,1287.5,1604.7,1674.7
03-09-2011,1277.4,1607.7,1689.2
03-10-2011,1297.1,1629.2,1697.9
03-11-2011,1299.8,1629.5,1699.6
03-12-2011,1299.8,1636.6,1710.8
03-13-2011,1309.6,1630.4,1703.2
03-14-2011,1319.7,1635.1,1709.9
03-15-2011,1323.7,1640.1,1715.3
03-16-2011,1328.5,1649.0,1720.3
03-17-2011,1328.5,1649.9,1728.8
03-18-2011,1326.5,1647.9,1722.0
03-19-2011,1320.9,1643.4,1712.5
03-20-2011,1311.8,1643.6,1716.3
03-21-2011,1303.6,1646.2,1724.5
03-22-2011,1310.9,1642.1,1718.1
03-23-2011,1322.1,1644.3,1727.2
03-24-2011,1322.1,1640.1,1706.8
03-25-2011,1315.7,1659.8,1727.6
03-26-2011,1315.7,1663.4,1729.2
03-27-2011,1302.2,1661.9,1726.6
03-28-2011,1293.8,1653.3,1740.4
03-29-2011,1306.8,1647.6,1749.4
03-30-2011,1309.8,1653.1,1755.2
03-31-2011,1309.8,1645.6,1749.1
04-01-2011,1295.9,1646.5,1745.5
04-02-2011,1283.4,1650.2,1739.7
04-03-2011,1284.8,1641.5,1753.6
04-04-2011,1294.6,1615.2,1761.1
04-05-2011,1298.0,1610.5,1762.3
04-06-2011,1312.0,1604.3,1761.9
04-07-2011,1312.0,1609.7,1764.5
04-08-2011,1280.5,1595.6,1764.3
