Date,Value_1,Value_2,Value_3
11-17-2008,1980.9,3166.9,1968.7
11-18-2008,1896.1,3015.6,1965.1
11-19-2008,1888.0,2978.6,1962.7
11-20-2008,1812.3,2809.9,1967.9
11-21-2008,1803.9,2720.9,1982.2
11-22-2008,1840.3,2768.0,1995.4
11-23-2008,1859.3,2723.7,2010.1
11-24-2008,1874.9,2711.5,1970.4
11-25-2008,1858.0,2728.0,1955.3
11-26-2008,1808.2,2721.0,1955.9
11-27-2008,1791.3,2673.4,1950.4
11-28-2008,1797.0,2630.3,1943.1
11-29-2008,1766.6,2601.9,1936.9
11-30-2008,1789.1,2655.4,1937.2
12-01-2008,1790.2,2691.0,1931.7
12-02-2008,1748.0,2648.0,1943.1
12-03-2008,1704.6,2642.2,1922.7
12-04-2008,1733.9,2713.0,1924.7
12-05-2008,1754.3,2780.1,1922.6
12-06-2008,1747.6,2879.3,1919.1
12-07-2008,1760.0,2910.6,1898.6
12-08-2008,1736.0,2855.3,1900.1
12-09-2008,1731.4,2772.2,1918.7
12-10-2008,1731.9,2751.1,1911.7
12-11-2008,1747.5,2820.7,1913.6
12-12-2008,1792.5,2748.3,1918.0
12-13-2008,1810.8,2849.4,1916.7
12-14-2008,1883.3,2965.4,1923.4
12-15-2008,1938.8,3045.2,1940.7
12-16-2008,1877.6,3115.0,1940.8
12-17-2008,1912.6,3068.7,1936.8
12-18-2008,1911.7,3117.8,1929.1
12-19-2008,1895.5,3128.7,1956.3
12-20-2008,1922.7,3103.9,1951.5
12-21-2008,1911.7,3109.9,1933.2
12-22-2008,1903.1,3065.1,1921.5
12-23-2008,1923.8,3114.0,1922.3
12-24-2008,1886.3,3077.9,1931.5
12-25-2008,1901.5,3058.6,1928.0
12-26-2008,1890.6,3000.5,1930.8
12-27-2008,1910.9,2972.0,1953.1
12-28-2008,1909.3,2971.9,1954.4
12-29-2008,1917.6,3003.9,1940.3
12-30-2008,1925.2,3001.1,1941.8
12-31-2008,1912.6,3008.4,1949.4
01-01-2009,1904.1,2980.1,1959.8
01-02-2009,1878.3,3013.2,1963.4
01-03-2009,1865.0,3021.8,1959.2
01-04-2009,1878.6,2973.1,1963.2
01-05-2009,1874.2,2908.5,1960.0
01-06-2009,1879.7,2928.5,1957.4
01-07-2009,1852.0,2967.3,1965.3
01-08-2009,1847.7,2977.8,1946.3
01-09-2009,1844.2,2986.2,1943.5
01-10-2009,1854.9,3035.1,1938.1
01-11-2009,1814.6,3001.0,1917.6
01-12-2009,1761.7,2924.4,1915.9
01-13-2009,1736.3,2895.6,1896.5
01-14-2009,1692.4,2885.5,1808.7
