Date,Value_1,Value_2,Value_3
12-26-2000,1046.56,1046.56,6634.38
12-27-2000,1040.94,1040.94,6656.25
12-28-2000,1040.31,1040.31,6662.5
12-29-2000,1038.75,1038.75,6684.38
12-30-2000,1055.31,1055.31,6665.62
12-31-2000,1036.25,1036.25,6653.12
01-01-2001,1040.0,1040.0,6634.38
01-02-2001,1044.69,1044.69,6603.12
01-03-2001,1044.69,1044.69,6643.75
01-04-2001,1042.5,1042.5,6631.25
01-05-2001,1034.69,1034.69,6646.88
01-06-2001,1026.56,1026.56,6646.88
01-07-2001,1018.44,1018.44,6675.0
01-08-2001,1021.25,1021.25,6656.25
01-09-2001,1030.31,1030.31,6653.12
01-10-2001,1037.19,1037.19,6753.12
01-11-2001,1025.94,1025.94,6771.88
01-12-2001,1020.62,1020.62,6765.62
01-13-2001,1014.69,1014.69,6746.88
01-14-2001,1013.12,1013.12,6734.38
01-15-2001,1018.12,1018.12,6715.62
01-16-2001,1016.25,1016.25,6715.62
01-17-2001,1011.56,1011.56,6718.75
01-18-2001,1020.62,1020.62,6700.0
01-19-2001,1025.62,1026.56,6703.12
01-20-2001,1037.5,1037.5,6706.25
01-21-2001,1030.94,1030.94,6718.75
01-22-2001,1034.06,1034.06,6675.0
01-23-2001,1030.94,1030.94,6687.5
01-24-2001,1030.94,1030.94,6725.0
01-25-2001,1030.94,1030.94,6700.0
01-26-2001,1036.88,1036.88,6653.12
01-27-2001,1031.25,1031.25,6625.0
01-28-2001,1029.38,1029.38,6615.62
01-29-2001,1027.5,1027.5,6593.75
01-30-2001,1019.06,1019.06,6571.88
01-31-2001,1024.38,1024.38,6518.75
02-01-2001,1025.31,1025.31,6537.5
02-02-2001,1020.31,1020.31,6540.62
02-03-2001,1016.56,1016.56,6540.62
02-04-2001,1020.94,1020.94,6521.88
02-05-2001,1025.94,1025.94,6509.38
02-06-2001,1036.25,1038.44,6490.62
02-07-2001,1040.62,1040.62,6462.5
02-08-2001,1047.5,1047.5,6468.75
02-09-2001,1035.62,1035.62,6440.62
02-10-2001,1035.94,1035.94,6446.88
02-11-2001,1034.06,1034.06,6512.5
02-12-2001,1042.19,1042.19,6493.75
02-13-2001,1044.06,1044.06,6531.25
02-14-2001,1041.88,1041.88,6509.38
02-15-2001,1043.44,1043.44,6512.5
02-16-2001,1041.25,1041.25,6493.75
02-17-2001,1047.19,1047.19,6415.62
02-18-2001,1047.19,1047.19,6409.38
02-19-2001,1051.25,1051.25,6428.12
02-20-2001,1046.25,1046.25,6415.62
02-21-2001,1050.31,1050.31,6375.0
02-22-2001,1050.31,1050.31,6384.38
02-23-2001,1055.31,1055.31,6390.62
02-24-2001,1048.12,1048.12,6315.62
02-25-2001,1040.62,1040.62,6315.62
02-26-2001,1028.12,1028.12,6312.5
02-27-2001,1025.94,1025.94,6303.12
02-28-2001,1025.0,1025.0,6315.62
03-01-2001,1027.5,1027.5,6325.0
03-02-2001,1024.38,1024.38,6315.62
03-03-2001,1025.94,1025.94,6337.5
03-04-2001,1024.06,1024.06,6359.38
03-05-2001,1021.25,1021.25,6306.25
03-06-2001,1031.25,1031.25,6296.88
03-07-2001,1026.25,1026.25,6268.75
03-08-2001,1008.75,1008.75,6243.75
03-09-2001,1010.62,1010.62,6265.62
