Date,Value_1,Value_2,Value_3
02-18-2014,200.0,200.0,1266.25
02-19-2014,200.0,200.0,1274.2188
02-20-2014,200.0,200.0,1267.3438
02-21-2014,200.0,200.0,1265.0
02-22-2014,200.0,200.0,1276.25
02-23-2014,200.0,200.0,1263.5938
02-24-2014,200.0,200.0,1288.9062
02-25-2014,200.0,200.0,1298.4375
02-26-2014,200.0,200.0,1303.125
02-27-2014,200.0,200.0,1303.125
02-28-2014,200.0,200.0,1309.0625
03-01-2014,200.0,200.0,1309.0625
03-02-2014,200.0,200.0,1309.0625
03-03-2014,200.0,200.0,1309.0625
03-04-2014,200.0,200.0,1297.8125
03-05-2014,200.0,200.0,1286.25
03-06-2014,200.0,200.0,1280.3125
03-07-2014,200.0,200.0,1280.3125
03-08-2014,200.0,200.0,1282.0312
03-09-2014,200.0,200.0,1286.875
03-10-2014,200.0,200.0,1289.6875
03-11-2014,200.0,200.0,1288.4375
03-12-2014,200.0,200.0,1286.875
03-13-2014,200.0,200.0,1286.4062
03-14-2014,200.0,200.0,1289.5312
03-15-2014,200.0,200.0,1290.1562
03-16-2014,200.0,200.0,1291.25
03-17-2014,200.0,200.0,1291.25
03-18-2014,200.0,200.0,1291.25
03-19-2014,200.0,200.0,1291.25
03-20-2014,200.0,200.0,1291.25
03-21-2014,200.0,200.0,1291.25
03-22-2014,200.0,200.0,1291.25
03-23-2014,200.0,200.0,1248.5938
03-24-2014,200.0,200.0,1227.6562
03-25-2014,200.0,200.0,1234.5312
03-26-2014,220.0,220.0,1233.4375
03-27-2014,220.0,220.0,1244.2188
03-28-2014,220.0,220.0,1241.0938
03-29-2014,220.0,220.0,1241.0938
03-30-2014,220.0,220.0,1249.5312
03-31-2014,295.0,220.0,1249.5312
04-01-2014,295.0,220.0,1239.0625
04-02-2014,295.0,220.0,1214.5312
04-03-2014,295.0,220.0,1207.8125
04-04-2014,295.0,220.0,1209.2188
04-05-2014,295.0,220.0,1209.6875
04-06-2014,295.0,220.0,1215.625
04-07-2014,345.0,270.0,1218.75
04-08-2014,345.0,270.0,1213.2812
04-09-2014,345.0,270.0,1216.0938
04-10-2014,345.0,270.0,1220.7812
04-11-2014,375.0,300.0,1225.9375
04-12-2014,425.0,300.0,1227.0312
04-13-2014,530.0,300.0,1214.2188
04-14-2014,530.0,300.0,1214.2188
04-15-2014,655.0,420.0,1223.75
04-16-2014,690.0,455.0,1224.375
04-17-2014,690.0,455.0,1221.875
04-18-2014,700.0,465.0,1196.5625
04-19-2014,730.0,495.0,1192.9688
04-20-2014,760.0,525.0,1187.3438
04-21-2014,730.0,525.0,1181.0938
04-22-2014,760.0,555.0,1185.625
04-23-2014,765.0,560.0,1179.2188
04-24-2014,815.0,610.0,1182.1875
04-25-2014,815.0,610.0,1176.875
04-26-2014,815.0,610.0,1183.9062
04-27-2014,815.0,610.0,1189.2188
04-28-2014,852.0,610.0,1188.125
04-29-2014,853.0,610.0,1194.2188
04-30-2014,853.0,610.0,1187.0312
05-01-2014,853.0,610.0,1177.5
05-02-2014,1363.0,610.0,1177.5
05-03-2014,1363.0,610.0,1177.5
05-04-2014,1363.0,610.0,1176.875
05-05-2014,1393.0,610.0,1175.4688
05-06-2014,1453.0,610.0,1184.6875
05-07-2014,1533.0,610.0,1185.3125
05-08-2014,1533.0,610.0,1201.5625
05-09-2014,1563.0,610.0,1204.6875
05-10-2014,1563.0,610.0,1200.3125
05-11-2014,1563.0,610.0,1200.9375
05-12-2014,1563.0,610.0,1205.4688
05-13-2014,1728.0,610.0,1204.375
05-14-2014,1938.0,610.0,1201.25
05-15-2014,2253.0,610.0,1190.625
05-16-2014,2514.0,535.0,1178.75
05-17-2014,2744.0,535.0,1168.4375
05-18-2014,2634.0,590.0,1167.8125
05-19-2014,2695.0,630.0,1172.1875
05-20-2014,2936.0,605.0,1174.375
05-21-2014,3044.0,755.0,1169.5312
05-22-2014,3044.0,755.0,1169.5312
05-23-2014,3099.0,755.0,1177.0312
05-24-2014,2799.0,895.0,1187.9688
05-25-2014,2799.0,895.0,1180.4688
05-26-2014,3341.0,895.0,1182.6562
05-27-2014,,895.0,1182.6562
05-28-2014,,945.0,1182.6562
05-29-2014,,995.0,1182.6562
05-30-2014,,1160.0,1193.2812
05-31-2014,,1220.0,1191.875
06-01-2014,,2315.0,1194.6875
06-02-2014,,2495.0,1193.125
06-03-2014,,2765.0,1200.9375
06-04-2014,,3025.0,1213.125
06-05-2014,,3180.0,1243.4375
06-06-2014,,3266.0,1226.25
06-07-2014,,3436.0,1219.6875
06-08-2014,,3436.0,1204.8438
06-09-2014,,3471.0,1206.25
06-10-2014,,3766.0,1206.25
06-11-2014,,3766.0,1232.8125
06-12-2014,,3796.0,1228.9062
06-13-2014,,4111.0,1236.5625
06-14-2014,,4761.0,1240.3125
