Date,Value_1,Value_2,Value_3
05-01-2006,2000.0,1000.12,1000.12
05-02-2006,2000.0,1008.65,1008.9
05-03-2006,2000.0,1013.21,1013.86
05-04-2006,2000.0,1014.38,1015.03
05-05-2006,3000.0,1021.6,1022.26
05-06-2006,3000.0,1027.04,1027.7
05-07-2006,3000.0,1027.08,1027.96
05-08-2006,3000.0,1024.55,1025.66
05-09-2006,3000.0,1024.22,1025.32
05-10-2006,3000.0,1027.35,1028.46
05-11-2006,3000.0,1031.24,1032.41
05-12-2006,3000.0,1032.12,1033.29
05-13-2006,3000.0,1031.49,1033.1
05-14-2006,3000.0,1033.39,1035.49
05-15-2006,4000.0,1041.02,1043.14
05-16-2006,4000.0,1032.52,1034.62
05-17-2006,4000.0,1043.38,1045.5
05-18-2006,4000.0,1046.75,1049.12
05-19-2006,4000.0,1053.01,1055.47
05-20-2006,4000.0,1051.36,1054.47
05-21-2006,4000.0,1047.11,1050.21
05-22-2006,4000.0,1046.21,1049.31
05-23-2006,4000.0,1040.09,1043.69
05-24-2006,4000.0,1039.41,1043.01
05-25-2006,4000.0,1039.3,1042.9
05-26-2006,4000.0,1045.76,1049.38
05-27-2006,5500.0,1048.52,1052.19
05-28-2006,5500.0,1047.09,1050.76
05-29-2006,5500.0,1038.22,1041.85
05-30-2006,5500.0,1038.94,1042.58
05-31-2006,5500.0,1040.08,1043.72
06-01-2006,5500.0,1050.2,1053.94
06-02-2006,5500.0,1055.34,1059.13
06-03-2006,5500.0,1055.42,1060.01
06-04-2006,5500.0,1065.85,1070.5
06-05-2006,5500.0,1075.67,1080.53
06-06-2006,5500.0,1079.22,1084.09
06-07-2006,3000.0,1079.49,1084.37
06-08-2006,3000.0,1079.29,1084.16
06-09-2006,4500.0,1082.36,1087.25
06-10-2006,4500.0,1077.5,1082.57
06-11-2006,4500.0,1085.66,1090.77
06-12-2006,4500.0,1089.8,1095.08
06-13-2006,4500.0,1084.18,1089.43
06-14-2006,4500.0,1073.21,1078.75
06-15-2006,4500.0,1073.05,1079.05
06-16-2006,4500.0,1071.92,1077.92
06-17-2006,4500.0,1080.39,1087.16
06-18-2006,4500.0,1084.49,1091.28
06-19-2006,5000.0,1083.01,1089.79
06-20-2006,5000.0,1085.15,1091.95
06-21-2006,5000.0,1088.75,1095.57
06-22-2006,35000.0,1087.29,1094.21
06-23-2006,5500.0,1089.56,1096.56
06-24-2006,5500.0,1086.23,1093.21
06-25-2006,5500.0,1086.84,1094.06
06-26-2006,5500.0,1089.37,1098.17
06-27-2006,5500.0,1091.43,1101.11
06-28-2006,5500.0,1091.5,1101.28
06-29-2006,5500.0,1095.74,1105.56
06-30-2006,6000.0,1093.06,1102.85
07-01-2006,6000.0,1092.72,1102.51
07-02-2006,6000.0,1096.1,1106.25
07-03-2006,6000.0,1100.04,1110.29
07-04-2006,6000.0,1094.83,1105.41
07-05-2006,6000.0,1098.86,1109.49
07-06-2006,6000.0,1101.29,1112.04
07-07-2006,6000.0,1102.35,1113.18
07-08-2006,6000.0,1093.83,1104.78
07-09-2006,6000.0,1096.08,1107.06
07-10-2006,6000.0,1098.7,1109.98
07-11-2006,6000.0,1087.37,1099.36
07-12-2006,6000.0,1088.5,1100.74
07-13-2006,5000.0,1093.55,1105.84
07-14-2006,5000.0,1093.66,1106.23
07-15-2006,5000.0,1094.74,1107.33
07-16-2006,6000.0,1091.73,1104.64
07-17-2006,6000.0,1091.2,1104.16
07-18-2006,6000.0,1095.76,1108.89
07-19-2006,6000.0,1090.04,1103.11
07-20-2006,6000.0,1089.51,1102.57
07-21-2006,6000.0,1087.79,1101.25
07-22-2006,6000.0,1088.67,1102.88
07-23-2006,6500.0,1092.83,1107.21
07-24-2006,6500.0,1100.73,1115.23
07-25-2006,6500.0,1101.98,1116.49
07-26-2006,6500.0,1103.21,1117.74
07-27-2006,6500.0,1099.0,1113.47
07-28-2006,6500.0,1100.86,1115.42
07-29-2006,6500.0,1100.35,1114.9
07-30-2006,6500.0,1100.19,1114.74
07-31-2006,6500.0,1099.55,1114.09
08-01-2006,6500.0,1099.62,1114.16
08-02-2006,6500.0,1108.54,1123.2
08-03-2006,6500.0,1107.38,1122.03
08-04-2006,6500.0,1106.24,1120.86
08-05-2006,5500.0,1101.22,1115.84
08-06-2006,5500.0,1095.24,1109.81
08-07-2006,5500.0,1096.82,1111.42
08-08-2006,6000.0,1100.1,1114.74
08-09-2006,6000.0,1103.87,1118.56
08-10-2006,6000.0,1108.99,1123.75
08-11-2006,6000.0,1109.56,1124.32
08-12-2006,6000.0,1111.48,1126.33
08-13-2006,6000.0,1114.03,1128.91
08-14-2006,5500.0,1113.76,1128.63
08-15-2006,5500.0,1112.87,1127.73
08-16-2006,5500.0,1111.94,1126.79
08-17-2006,5500.0,1105.65,1120.42
08-18-2006,5500.0,1106.35,1121.13
08-19-2006,5500.0,1114.59,1129.47
08-20-2006,5500.0,1112.79,1127.89
08-21-2006,5500.0,1118.7,1134.01
08-22-2006,5500.0,1113.05,1128.27
