Date,Value_1,Value_2,Value_3
09-19-2003,1035.1,3800.0,3800.0
09-20-2003,1023.4,3790.0,3810.0
09-21-2003,1027.4,3770.0,3770.0
09-22-2003,1009.0,3745.0,3745.0
09-23-2003,999.5,3800.0,3850.0
09-24-2003,996.1,3850.0,3950.0
09-25-2003,1005.7,3885.0,3930.0
09-26-2003,995.4,3900.0,3910.0
09-27-2003,1017.8,3825.0,3840.0
09-28-2003,1021.1,3870.0,3870.0
09-29-2003,1030.3,3895.0,3995.0
09-30-2003,1035.2,3895.0,3910.0
10-01-2003,1039.0,3925.0,3965.0
10-02-2003,1036.7,3960.0,3960.0
10-03-2003,1040.2,3945.0,3945.0
10-04-2003,1042.3,3965.0,3967.0
10-05-2003,1046.3,4010.0,4035.0
10-06-2003,1049.6,3997.0,3997.0
10-07-2003,1048.5,4000.0,4050.0
10-08-2003,1055.1,4045.0,4045.0
10-09-2003,1043.8,4030.0,4030.0
10-10-2003,1051.3,3980.0,4025.0
10-11-2003,1050.9,4000.0,4000.0
10-12-2003,1037.9,3990.0,4050.0
10-13-2003,1035.9,4005.0,4010.0
10-14-2003,1036.7,4045.0,4060.0
10-15-2003,1037.6,4000.0,4040.0
10-16-2003,1048.9,4000.0,4015.0
10-17-2003,1050.5,4005.0,4010.0
10-18-2003,1053.0,4005.0,4020.0
10-19-2003,1054.2,3995.0,4000.0
10-20-2003,1059.9,4000.0,4000.0
10-21-2003,1058.2,4000.0,4000.0
10-22-2003,1059.1,4015.0,4030.0
10-23-2003,1065.0,4005.0,4005.0
10-24-2003,1057.7,4000.0,4025.0
10-25-2003,1053.6,4005.0,4005.0
10-26-2003,1053.1,4005.0,4025.0
10-27-2003,1065.5,4005.0,4005.0
10-28-2003,1065.9,4005.0,4010.0
10-29-2003,1055.3,3985.0,4005.0
10-30-2003,1049.5,3990.0,3990.0
10-31-2003,1038.8,4000.0,4000.0
11-01-2003,1047.4,4005.0,4005.0
11-02-2003,1037.7,4000.0,4000.0
11-03-2003,1041.8,3965.0,3967.0
11-04-2003,1055.0,3960.0,3990.0
11-05-2003,1059.0,3995.0,4000.0
11-06-2003,1062.6,3990.0,4015.0
