Date,Value
09-18-2009,1717.3
09-19-2009,1723.0
09-20-2009,1729.5
09-21-2009,1720.5
09-22-2009,1694.5
09-23-2009,1689.5
09-24-2009,1689.5
09-25-2009,1710.5
09-26-2009,1711.8
09-27-2009,1661.5
09-28-2009,1656.5
09-29-2009,1656.5
09-30-2009,1695.8
10-01-2009,1703.0
10-02-2009,1711.5
10-03-2009,1720.5
10-04-2009,1722.8
10-05-2009,1721.8
10-06-2009,1721.8
10-07-2009,1743.5
10-08-2009,1726.5
10-09-2009,1727.5
10-10-2009,1753.3
10-11-2009,1748.3
10-12-2009,1748.3
10-13-2009,1747.0
10-14-2009,1741.0
10-15-2009,1714.8
10-16-2009,1675.0
10-17-2009,1676.8
10-18-2009,1657.5
10-19-2009,1657.5
10-20-2009,1670.0
10-21-2009,1681.5
10-22-2009,1713.8
10-23-2009,1724.3
10-24-2009,1761.5
10-25-2009,1767.5
10-26-2009,1778.8
10-27-2009,1768.5
10-28-2009,1768.8
10-29-2009,1798.3
10-30-2009,1803.3
10-31-2009,1795.0
11-01-2009,1764.8
11-02-2009,1757.8
11-03-2009,1757.8
11-04-2009,1780.8
11-05-2009,1780.8
11-06-2009,1753.8
11-07-2009,1756.0
11-08-2009,1786.8
11-09-2009,1785.8
11-10-2009,1773.3
11-11-2009,1773.3
11-12-2009,1778.3
11-13-2009,1763.5
11-14-2009,1787.0
11-15-2009,1795.0
11-16-2009,1789.0
11-17-2009,1789.5
11-18-2009,1792.0
11-19-2009,1792.8
11-20-2009,1781.0
11-21-2009,1781.0
11-22-2009,1821.5
11-23-2009,1837.0
11-24-2009,1848.3
11-25-2009,1864.0
11-26-2009,1870.5
11-27-2009,1868.0
11-28-2009,1868.0
11-29-2009,1854.8
11-30-2009,1861.8
12-01-2009,1881.0
12-02-2009,1873.8
12-03-2009,1873.0
12-04-2009,1873.0
12-05-2009,1878.8
12-06-2009,1860.8
12-07-2009,1860.8
12-08-2009,1883.5
12-09-2009,1857.8
12-10-2009,1858.5
12-11-2009,1862.5
12-12-2009,1836.3
12-13-2009,1793.3
12-14-2009,1794.0
12-15-2009,1792.0
12-16-2009,1804.3
12-17-2009,1766.0
12-18-2009,1731.5
12-19-2009,1731.5
12-20-2009,1764.5
12-21-2009,1781.0
12-22-2009,1730.0
12-23-2009,1736.0
12-24-2009,1727.3
12-25-2009,1727.3
12-26-2009,1740.3
12-27-2009,1741.0
12-28-2009,1778.8
12-29-2009,1794.8
12-30-2009,1807.3
12-31-2009,1816.3
01-01-2010,1814.8
01-02-2010,1813.8
01-03-2010,1793.5
01-04-2010,1793.5
01-05-2010,1808.5
01-06-2010,1808.5
01-07-2010,1838.0
01-08-2010,1847.5
