Date,Value
12-14-2011,5605.0
12-15-2011,5612.5
12-16-2011,5645.0
12-17-2011,5680.0
12-18-2011,5750.0
12-19-2011,5772.5
12-20-2011,5715.0
12-21-2011,5720.0
12-22-2011,5780.0
12-23-2011,5815.0
12-24-2011,5830.0
12-25-2011,5837.5
12-26-2011,5880.0
12-27-2011,5877.5
12-28-2011,5747.5
12-29-2011,5707.5
12-30-2011,5785.0
12-31-2011,5797.5
01-01-2012,5745.0
01-02-2012,5665.0
01-03-2012,5622.5
01-04-2012,5655.0
01-05-2012,5587.5
01-06-2012,5650.0
01-07-2012,5627.5
01-08-2012,5672.5
01-09-2012,5700.0
01-10-2012,5675.0
01-11-2012,5715.0
01-12-2012,5770.0
01-13-2012,5705.0
01-14-2012,5747.5
01-15-2012,5807.5
01-16-2012,5797.5
01-17-2012,5802.5
01-18-2012,5792.5
01-19-2012,5760.0
01-20-2012,5730.0
01-21-2012,5722.5
01-22-2012,5692.5
01-23-2012,5725.0
01-24-2012,5717.5
01-25-2012,5647.5
01-26-2012,5690.0
01-27-2012,5692.5
01-28-2012,5657.5
01-29-2012,5665.0
01-30-2012,5637.5
01-31-2012,5662.5
02-01-2012,5657.5
02-02-2012,5715.0
02-03-2012,5755.0
02-04-2012,5752.5
02-05-2012,5780.0
02-06-2012,5787.5
02-07-2012,5705.0
02-08-2012,5680.0
02-09-2012,5657.5
02-10-2012,5720.0
02-11-2012,5740.0
02-12-2012,5690.0
02-13-2012,5702.5
02-14-2012,5785.0
02-15-2012,5785.0
02-16-2012,5770.0
02-17-2012,5700.0
02-18-2012,5667.5
02-19-2012,5647.5
02-20-2012,5652.5
02-21-2012,5622.5
02-22-2012,5600.0
02-23-2012,5482.5
02-24-2012,5385.0
02-25-2012,5570.0
02-26-2012,5632.5
02-27-2012,5655.0
02-28-2012,5645.0
02-29-2012,5687.5
03-01-2012,5652.5
03-02-2012,5627.5
03-03-2012,5635.0
03-04-2012,5645.0
03-05-2012,5555.0
03-06-2012,5475.0
03-07-2012,5485.0
03-08-2012,5485.0
03-09-2012,5592.5
03-10-2012,5537.5
03-11-2012,5620.0
03-12-2012,5580.0
03-13-2012,5560.0
03-14-2012,5527.5
03-15-2012,5567.5
03-16-2012,5610.0
03-17-2012,5600.0
03-18-2012,5565.0
03-19-2012,5580.0
03-20-2012,5532.5
03-21-2012,5512.5
03-22-2012,5555.0
03-23-2012,5445.0
03-24-2012,5412.5
03-25-2012,5417.5
03-26-2012,5400.0
03-27-2012,5437.5
03-28-2012,5530.0
03-29-2012,5555.0
03-30-2012,5542.5
03-31-2012,5557.5
04-01-2012,5395.0
04-02-2012,5410.0
04-03-2012,5415.0
04-04-2012,5460.0
04-05-2012,5410.0
04-06-2012,5457.5
04-07-2012,5430.0
04-08-2012,5320.0
04-09-2012,5445.0
04-10-2012,5320.0
04-11-2012,5447.5
04-12-2012,5585.0
04-13-2012,5635.0
04-14-2012,5555.0
04-15-2012,5485.0
04-16-2012,5390.0
04-17-2012,5397.5
04-18-2012,5282.5
04-19-2012,5545.0
04-20-2012,5750.0
04-21-2012,5715.0
04-22-2012,5615.0
04-23-2012,5645.0
04-24-2012,5770.0
04-25-2012,5837.5
04-26-2012,5870.0
04-27-2012,5805.0
04-28-2012,5867.5
04-29-2012,6017.5
04-30-2012,6125.0
05-01-2012,6245.0
05-02-2012,6132.5
05-03-2012,6340.0
05-04-2012,6265.0
05-05-2012,6155.0
05-06-2012,6300.0
05-07-2012,6342.5
05-08-2012,6450.0
05-09-2012,6420.0
05-10-2012,6395.0
05-11-2012,6105.0
05-12-2012,6217.5
05-13-2012,6260.0
05-14-2012,6262.5
05-15-2012,6307.5
05-16-2012,6260.0
05-17-2012,6322.5
05-18-2012,6445.0
05-19-2012,6462.5
05-20-2012,6445.0
05-21-2012,6477.5
05-22-2012,6447.5
05-23-2012,6490.0
05-24-2012,6485.0
05-25-2012,6522.5
05-26-2012,6547.5
05-27-2012,6565.0
05-28-2012,6492.5
05-29-2012,6445.0
05-30-2012,6427.5
05-31-2012,6450.0
06-01-2012,6415.0
06-02-2012,6540.0
06-03-2012,6607.5
06-04-2012,6597.5
06-05-2012,6542.5
06-06-2012,6540.0
06-07-2012,6550.0
06-08-2012,6582.5
06-09-2012,6645.0
06-10-2012,6652.5
06-11-2012,6640.0
06-12-2012,6705.0
06-13-2012,6702.5
06-14-2012,6752.5
06-15-2012,6752.5
06-16-2012,6697.5
06-17-2012,6685.0
06-18-2012,6670.0
06-19-2012,6695.0
06-20-2012,6750.0
06-21-2012,6560.0
06-22-2012,6477.5
06-23-2012,6537.5
06-24-2012,6542.5
06-25-2012,6537.5
06-26-2012,6517.5
06-27-2012,6522.5
06-28-2012,6327.5
06-29-2012,6230.0
06-30-2012,6445.0
07-01-2012,6447.5
07-02-2012,6447.5
07-03-2012,6470.0
07-04-2012,6407.5
07-05-2012,6387.5
07-06-2012,6387.5
07-07-2012,6415.0
07-08-2012,6442.5
07-09-2012,6592.5
07-10-2012,6475.0
07-11-2012,6407.5
07-12-2012,6377.5
07-13-2012,6405.0
07-14-2012,6487.5
07-15-2012,6482.5
07-16-2012,6465.0
07-17-2012,6475.0
07-18-2012,6525.0
07-19-2012,6477.5
07-20-2012,6482.5
07-21-2012,6492.5
07-22-2012,6507.5
07-23-2012,6500.0
07-24-2012,6522.5
07-25-2012,6487.5
07-26-2012,6437.5
07-27-2012,6495.0
07-28-2012,6535.0
07-29-2012,6487.5
07-30-2012,6432.5
07-31-2012,6267.5
08-01-2012,6260.0
08-02-2012,6235.0
08-03-2012,6220.0
08-04-2012,6237.5
08-05-2012,6337.5
08-06-2012,6377.5
08-07-2012,6380.0
08-08-2012,6402.5
08-09-2012,6435.0
08-10-2012,6510.0
08-11-2012,6532.5
08-12-2012,6497.5
08-13-2012,6492.5
08-14-2012,6530.0
08-15-2012,6550.0
08-16-2012,6592.5
08-17-2012,6575.0
08-18-2012,6517.5
08-19-2012,6510.0
08-20-2012,6425.0
08-21-2012,6407.5
08-22-2012,6410.0
08-23-2012,6427.5
08-24-2012,6365.0
08-25-2012,6375.0
08-26-2012,6290.0
08-27-2012,6202.5
08-28-2012,6232.5
08-29-2012,6232.5
08-30-2012,6160.0
08-31-2012,6127.5
09-01-2012,6165.0
09-02-2012,6165.0
09-03-2012,6092.5
09-04-2012,6045.0
09-05-2012,5892.5
09-06-2012,5917.5
09-07-2012,5952.5
09-08-2012,5992.5
09-09-2012,6015.0
09-10-2012,5947.5
09-11-2012,6010.0
09-12-2012,6062.5
09-13-2012,6092.5
09-14-2012,6037.5
09-15-2012,6075.0
09-16-2012,6070.0
09-17-2012,6070.0
09-18-2012,6025.0
09-19-2012,6012.5
09-20-2012,6072.5
09-21-2012,6042.5
09-22-2012,6102.5
09-23-2012,6085.0
09-24-2012,6095.0
09-25-2012,6112.5
09-26-2012,6075.0
09-27-2012,5965.0
09-28-2012,5845.0
09-29-2012,5807.5
09-30-2012,5765.0
10-01-2012,5805.0
10-02-2012,5817.5
10-03-2012,5812.5
10-04-2012,5805.0
10-05-2012,5755.0
10-06-2012,5790.0
10-07-2012,5717.5
10-08-2012,5702.5
10-09-2012,5680.0
10-10-2012,5740.0
10-11-2012,5712.5
10-12-2012,5740.0
10-13-2012,5740.0
10-14-2012,5675.0
10-15-2012,5690.0
