Date,Value
11-17-1982,6070.0
11-18-1982,6095.0
11-19-1982,6070.0
11-20-1982,6085.0
11-21-1982,6070.0
11-22-1982,6100.0
11-23-1982,6150.0
11-24-1982,6075.0
11-25-1982,6125.0
11-26-1982,6080.0
11-27-1982,5960.0
11-28-1982,5950.0
11-29-1982,5940.0
11-30-1982,6000.0
12-01-1982,5990.0
12-02-1982,6015.0
12-03-1982,6035.0
12-04-1982,6050.0
12-05-1982,6015.0
12-06-1982,5980.0
12-07-1982,5995.0
12-08-1982,6020.0
12-09-1982,6015.0
12-10-1982,6020.0
12-11-1982,6020.0
12-12-1982,6040.0
12-13-1982,6070.0
12-14-1982,6070.0
12-15-1982,6040.0
12-16-1982,6040.0
12-17-1982,6025.0
12-18-1982,6010.0
12-19-1982,6010.0
12-20-1982,6025.0
12-21-1982,6065.0
12-22-1982,6125.0
12-23-1982,6165.0
12-24-1982,6190.0
12-25-1982,6245.0
12-26-1982,6255.0
12-27-1982,6310.0
12-28-1982,6270.0
12-29-1982,6285.0
12-30-1982,6260.0
12-31-1982,6250.0
01-01-1983,6295.0
01-02-1983,6415.0
01-03-1983,6395.0
01-04-1983,6470.0
01-05-1983,6430.0
01-06-1983,6440.0
01-07-1983,6515.0
01-08-1983,6495.0
01-09-1983,6480.0
01-10-1983,6460.0
01-11-1983,6430.0
01-12-1983,6422.5
01-13-1983,6385.0
01-14-1983,6450.0
01-15-1983,6480.0
01-16-1983,6495.0
01-17-1983,6510.0
01-18-1983,6480.0
01-19-1983,6465.0
01-20-1983,6550.0
01-21-1983,6442.5
01-22-1983,6395.0
01-23-1983,6400.0
01-24-1983,6315.0
01-25-1983,6165.0
01-26-1983,6215.0
01-27-1983,6250.0
01-28-1983,6260.0
01-29-1983,6235.0
01-30-1983,6280.0
01-31-1983,6265.0
02-01-1983,6265.0
02-02-1983,6310.0
02-03-1983,6250.0
02-04-1983,6265.0
02-05-1983,6310.0
02-06-1983,6285.0
02-07-1983,6415.0
02-08-1983,6490.0
02-09-1983,6560.0
02-10-1983,6625.0
02-11-1983,6800.0
02-12-1983,6820.0
02-13-1983,6805.0
02-14-1983,6795.0
02-15-1983,6885.0
02-16-1983,6825.0
02-17-1983,6825.0
02-18-1983,6945.0
02-19-1983,6940.0
02-20-1983,6875.0
02-21-1983,6890.0
02-22-1983,6975.0
02-23-1983,6980.0
02-24-1983,6915.0
02-25-1983,6885.0
02-26-1983,6830.0
02-27-1983,6740.0
02-28-1983,6730.0
03-01-1983,6765.0
03-02-1983,6725.0
03-03-1983,6740.0
03-04-1983,6895.0
03-05-1983,6950.0
03-06-1983,6920.0
03-07-1983,6870.0
03-08-1983,6830.0
03-09-1983,6870.0
03-10-1983,6900.0
03-11-1983,6840.0
03-12-1983,6805.0
03-13-1983,6770.0
03-14-1983,6785.0
03-15-1983,6675.0
03-16-1983,6680.0
03-17-1983,6630.0
03-18-1983,6600.0
03-19-1983,6665.0
03-20-1983,6625.0
03-21-1983,6670.0
03-22-1983,6645.0
03-23-1983,6615.0
03-24-1983,6495.0
03-25-1983,6490.0
03-26-1983,6485.0
03-27-1983,6542.5
03-28-1983,6430.0
03-29-1983,6420.0
03-30-1983,6352.5
03-31-1983,6325.0
04-01-1983,6380.0
04-02-1983,6435.0
04-03-1983,6470.0
04-04-1983,6480.0
04-05-1983,6330.0
04-06-1983,6392.5
04-07-1983,6325.0
04-08-1983,6250.0
04-09-1983,6210.0
04-10-1983,6195.0
04-11-1983,6235.0
04-12-1983,6230.0
04-13-1983,6225.0
04-14-1983,6300.0
04-15-1983,6380.0
04-16-1983,6362.5
04-17-1983,6335.0
04-18-1983,6135.0
04-19-1983,6122.5
04-20-1983,6090.0
04-21-1983,6360.0
04-22-1983,6380.0
04-23-1983,6360.0
04-24-1983,6525.0
04-25-1983,6550.0
04-26-1983,6550.0
04-27-1983,6760.0
04-28-1983,6790.0
04-29-1983,6755.0
04-30-1983,6730.0
05-01-1983,6735.0
05-02-1983,6905.0
05-03-1983,6960.0
05-04-1983,7230.0
05-05-1983,7250.0
05-06-1983,7475.0
05-07-1983,7210.0
05-08-1983,7220.0
05-09-1983,7260.0
05-10-1983,7470.0
05-11-1983,7280.0
05-12-1983,7360.0
05-13-1983,7750.0
05-14-1983,7790.0
05-15-1983,7960.0
05-16-1983,7960.0
05-17-1983,8050.0
05-18-1983,8095.0
05-19-1983,8260.0
05-20-1983,8500.0
05-21-1983,8630.0
05-22-1983,9000.0
05-23-1983,8900.0
05-24-1983,9120.0
05-25-1983,8965.0
05-26-1983,8665.0
05-27-1983,8965.0
05-28-1983,9190.0
05-29-1983,9230.0
05-30-1983,9400.0
05-31-1983,9250.0
06-01-1983,9290.0
06-02-1983,9005.0
06-03-1983,8940.0
06-04-1983,8925.0
06-05-1983,8950.0
06-06-1983,9250.0
06-07-1983,9340.0
06-08-1983,9335.0
06-09-1983,9520.0
06-10-1983,9510.0
06-11-1983,9250.0
06-12-1983,9010.0
06-13-1983,8740.0
06-14-1983,8570.0
06-15-1983,8950.0
06-16-1983,9045.0
06-17-1983,9465.0
06-18-1983,9370.0
06-19-1983,9170.0
06-20-1983,8930.0
06-21-1983,8860.0
06-22-1983,8790.0
06-23-1983,8515.0
06-24-1983,8580.0
06-25-1983,8550.0
06-26-1983,8390.0
06-27-1983,8300.0
06-28-1983,8510.0
06-29-1983,8590.0
06-30-1983,8350.0
07-01-1983,8590.0
07-02-1983,8505.0
07-03-1983,8650.0
07-04-1983,8870.0
07-05-1983,8955.0
07-06-1983,8800.0
07-07-1983,8555.0
07-08-1983,8320.0
07-09-1983,8240.0
07-10-1983,8400.0
07-11-1983,8530.0
07-12-1983,8285.0
07-13-1983,8130.0
07-14-1983,8400.0
07-15-1983,8280.0
07-16-1983,8280.0
07-17-1983,8490.0
07-18-1983,8510.0
07-19-1983,8660.0
07-20-1983,8700.0
07-21-1983,8680.0
07-22-1983,8645.0
07-23-1983,8655.0
07-24-1983,8440.0
07-25-1983,8270.0
07-26-1983,8310.0
07-27-1983,8025.0
07-28-1983,7825.0
07-29-1983,7810.0
07-30-1983,7630.0
07-31-1983,7650.0
08-01-1983,7690.0
08-02-1983,7850.0
08-03-1983,7920.0
08-04-1983,7890.0
08-05-1983,7940.0
08-06-1983,7880.0
08-07-1983,7830.0
08-08-1983,7560.0
08-09-1983,7615.0
08-10-1983,7600.0
08-11-1983,7690.0
08-12-1983,7675.0
08-13-1983,7780.0
08-14-1983,7615.0
08-15-1983,7665.0
