Date,Value
04-24-1978,5900.0
04-25-1978,5865.0
04-26-1978,5895.0
04-27-1978,5950.0
04-28-1978,5960.0
04-29-1978,6080.0
04-30-1978,6080.0
05-01-1978,6140.0
05-02-1978,6165.0
05-03-1978,6200.0
05-04-1978,6200.0
05-05-1978,6250.0
05-06-1978,6230.0
05-07-1978,6212.0
05-08-1978,6325.0
05-09-1978,6500.0
05-10-1978,6500.0
05-11-1978,6600.0
05-12-1978,6470.0
05-13-1978,6560.0
05-14-1978,6655.0
05-15-1978,6700.0
05-16-1978,6840.0
05-17-1978,6830.0
05-18-1978,6830.0
05-19-1978,6740.0
05-20-1978,6505.0
05-21-1978,6440.0
05-22-1978,6227.0
05-23-1978,6100.0
05-24-1978,6450.0
05-25-1978,6525.0
05-26-1978,6340.0
05-27-1978,6425.0
05-28-1978,6470.0
05-29-1978,6225.0
05-30-1978,6077.0
05-31-1978,6027.0
06-01-1978,6175.0
06-02-1978,6160.0
06-03-1978,6050.0
06-04-1978,6055.0
06-05-1978,5875.0
06-06-1978,5875.0
06-07-1978,6060.0
06-08-1978,6130.0
06-09-1978,6105.0
06-10-1978,6300.0
06-11-1978,6395.0
06-12-1978,6550.0
06-13-1978,6625.0
06-14-1978,6517.0
06-15-1978,6530.0
06-16-1978,6550.0
06-17-1978,6575.0
06-18-1978,6645.0
06-19-1978,6707.0
06-20-1978,6530.0
06-21-1978,6585.0
06-22-1978,6565.0
06-23-1978,6530.0
06-24-1978,6850.0
06-25-1978,6860.0
06-26-1978,6910.0
06-27-1978,6785.0
06-28-1978,6735.0
06-29-1978,6925.0
06-30-1978,6750.0
07-01-1978,6800.0
07-02-1978,6800.0
07-03-1978,6680.0
07-04-1978,6660.0
07-05-1978,6660.0
07-06-1978,6750.0
07-07-1978,6605.0
07-08-1978,6590.0
07-09-1978,6525.0
07-10-1978,6580.0
07-11-1978,6550.0
07-12-1978,6550.0
07-13-1978,6500.0
07-14-1978,6615.0
07-15-1978,6730.0
07-16-1978,6710.0
07-17-1978,6645.0
07-18-1978,6695.0
07-19-1978,6720.0
07-20-1978,6735.0
07-21-1978,6790.0
07-22-1978,6732.0
07-23-1978,6835.0
07-24-1978,6792.0
07-25-1978,6780.0
07-26-1978,6850.0
07-27-1978,6870.0
07-28-1978,6970.0
07-29-1978,7005.0
07-30-1978,7040.0
07-31-1978,7070.0
08-01-1978,7100.0
08-02-1978,7150.0
08-03-1978,7100.0
08-04-1978,7050.0
08-05-1978,7220.0
08-06-1978,7265.0
08-07-1978,7380.0
08-08-1978,7250.0
08-09-1978,7175.0
08-10-1978,7170.0
08-11-1978,7240.0
08-12-1978,7125.0
08-13-1978,7135.0
08-14-1978,7150.0
08-15-1978,7285.0
08-16-1978,7280.0
08-17-1978,7300.0
08-18-1978,7350.0
08-19-1978,7300.0
08-20-1978,7340.0
08-21-1978,7205.0
08-22-1978,7232.0
08-23-1978,7150.0
08-24-1978,7040.0
08-25-1978,7065.0
08-26-1978,7062.0
08-27-1978,7000.0
08-28-1978,6960.0
08-29-1978,6925.0
08-30-1978,6970.0
08-31-1978,6990.0
09-01-1978,6910.0
09-02-1978,7100.0
09-03-1978,7280.0
09-04-1978,7155.0
09-05-1978,7140.0
09-06-1978,7025.0
09-07-1978,7197.0
09-08-1978,7165.0
09-09-1978,7090.0
09-10-1978,7050.0
09-11-1978,7050.0
09-12-1978,7112.0
09-13-1978,7170.0
09-14-1978,7340.0
09-15-1978,7315.0
09-16-1978,7325.0
09-17-1978,7370.0
09-18-1978,7380.0
09-19-1978,7470.0
09-20-1978,7465.0
09-21-1978,7460.0
09-22-1978,7400.0
09-23-1978,7475.0
09-24-1978,7405.0
09-25-1978,7550.0
09-26-1978,7490.0
09-27-1978,7480.0
09-28-1978,7490.0
09-29-1978,7590.0
09-30-1978,7610.0
10-01-1978,7555.0
10-02-1978,7630.0
10-03-1978,7660.0
10-04-1978,7640.0
10-05-1978,7675.0
10-06-1978,7705.0
10-07-1978,7550.0
10-08-1978,7570.0
10-09-1978,7390.0
10-10-1978,7375.0
10-11-1978,7325.0
10-12-1978,7450.0
10-13-1978,7500.0
10-14-1978,7635.0
10-15-1978,7675.0
10-16-1978,7760.0
10-17-1978,7715.0
10-18-1978,7850.0
10-19-1978,7790.0
10-20-1978,7820.0
10-21-1978,7780.0
10-22-1978,7670.0
10-23-1978,7825.0
10-24-1978,7760.0
10-25-1978,7825.0
10-26-1978,7815.0
10-27-1978,7800.0
10-28-1978,7850.0
10-29-1978,7855.0
10-30-1978,7895.0
10-31-1978,7965.0
11-01-1978,7945.0
11-02-1978,8060.0
11-03-1978,8120.0
11-04-1978,8150.0
11-05-1978,8100.0
11-06-1978,7980.0
11-07-1978,8070.0
11-08-1978,7935.0
11-09-1978,8055.0
11-10-1978,8075.0
11-11-1978,8150.0
11-12-1978,8110.0
11-13-1978,8030.0
11-14-1978,8170.0
11-15-1978,8180.0
11-16-1978,8215.0
11-17-1978,8265.0
11-18-1978,8315.0
11-19-1978,8375.0
11-20-1978,8360.0
11-21-1978,8525.0
11-22-1978,8590.0
11-23-1978,8695.0
11-24-1978,8900.0
11-25-1978,9125.0
11-26-1978,9110.0
11-27-1978,9050.0
11-28-1978,8805.0
11-29-1978,9150.0
11-30-1978,9235.0
12-01-1978,9190.0
12-02-1978,9130.0
12-03-1978,9210.0
12-04-1978,9260.0
12-05-1978,9100.0
12-06-1978,9090.0
12-07-1978,9260.0
12-08-1978,9155.0
12-09-1978,8995.0
12-10-1978,9175.0
12-11-1978,9340.0
12-12-1978,9050.0
12-13-1978,8900.0
12-14-1978,8960.0
12-15-1978,8880.0
12-16-1978,
12-17-1978,
12-18-1978,
12-19-1978,
12-20-1978,
12-21-1978,
12-22-1978,
12-23-1978,
12-24-1978,
12-25-1978,
12-26-1978,
12-27-1978,
12-28-1978,
12-29-1978,
12-30-1978,
