Date,Value
10-02-2014,1000.12
10-03-2014,1008.9
10-04-2014,1013.86
10-05-2014,1015.03
10-06-2014,1022.26
10-07-2014,1027.7
10-08-2014,1027.96
10-09-2014,1025.66
10-10-2014,1025.32
10-11-2014,1028.46
10-12-2014,1032.41
10-13-2014,1033.29
10-14-2014,1033.1
10-15-2014,1035.49
10-16-2014,1043.14
10-17-2014,1034.62
10-18-2014,1045.5
10-19-2014,1049.12
10-20-2014,1055.47
10-21-2014,1054.47
10-22-2014,1050.21
10-23-2014,1049.31
10-24-2014,1043.69
10-25-2014,1043.01
10-26-2014,1042.9
10-27-2014,1049.38
10-28-2014,1052.19
10-29-2014,1050.76
10-30-2014,1041.85
10-31-2014,1042.58
11-01-2014,1043.72
11-02-2014,1053.94
11-03-2014,1059.13
11-04-2014,1060.01
11-05-2014,1070.5
11-06-2014,1080.53
11-07-2014,1084.09
11-08-2014,1084.37
11-09-2014,1084.16
11-10-2014,1087.25
11-11-2014,1082.57
11-12-2014,1090.77
11-13-2014,1095.08
11-14-2014,1089.43
11-15-2014,1078.75
11-16-2014,1079.05
11-17-2014,1077.92
11-18-2014,1087.16
11-19-2014,1091.28
11-20-2014,1089.79
11-21-2014,1091.95
11-22-2014,1095.57
11-23-2014,1094.21
11-24-2014,1096.56
11-25-2014,1093.21
11-26-2014,1094.06
11-27-2014,1098.17
11-28-2014,1101.11
11-29-2014,1101.28
11-30-2014,1105.56
12-01-2014,1102.85
12-02-2014,1102.51
12-03-2014,1106.25
12-04-2014,1110.29
12-05-2014,1105.41
12-06-2014,1109.49
12-07-2014,1112.04
12-08-2014,1113.18
12-09-2014,1104.78
12-10-2014,1107.06
12-11-2014,1109.98
12-12-2014,1099.36
12-13-2014,1100.74
12-14-2014,1105.84
12-15-2014,1106.23
12-16-2014,1107.33
12-17-2014,1104.64
12-18-2014,1104.16
12-19-2014,1108.89
12-20-2014,1103.11
12-21-2014,1102.57
12-22-2014,1101.25
12-23-2014,1102.88
12-24-2014,1107.21
12-25-2014,1115.23
12-26-2014,1116.49
12-27-2014,1117.74
12-28-2014,1113.47
12-29-2014,1115.42
12-30-2014,1114.9
12-31-2014,1114.74
01-01-2015,1114.09
01-02-2015,1114.16
01-03-2015,1123.2
01-04-2015,1122.03
01-05-2015,1120.86
01-06-2015,1115.84
01-07-2015,1109.81
01-08-2015,1111.42
01-09-2015,1114.74
01-10-2015,1118.56
01-11-2015,1123.75
01-12-2015,1124.32
01-13-2015,1126.33
01-14-2015,1128.91
01-15-2015,1128.63
01-16-2015,1127.73
01-17-2015,1126.79
01-18-2015,1120.42
01-19-2015,1121.13
01-20-2015,1129.47
01-21-2015,1127.89
01-22-2015,1134.01
01-23-2015,1128.27
01-24-2015,1131.24
01-25-2015,1131.62
01-26-2015,1140.22
01-27-2015,1146.23
01-28-2015,1144.34
01-29-2015,1139.03
01-30-2015,1137.67
01-31-2015,1134.32
02-01-2015,1126.54
02-02-2015,1115.62
02-03-2015,1113.9
02-04-2015,1114.71
02-05-2015,1111.87
02-06-2015,1105.69
02-07-2015,1103.34
02-08-2015,1104.19
02-09-2015,1114.24
02-10-2015,1114.69
02-11-2015,1117.8
02-12-2015,1119.42
02-13-2015,1117.47
02-14-2015,1123.77
02-15-2015,1124.95
02-16-2015,1121.62
02-17-2015,1125.07
02-18-2015,1122.11
02-19-2015,1124.61
02-20-2015,1126.64
02-21-2015,1128.94
02-22-2015,1124.28
02-23-2015,1124.75
02-24-2015,1124.59
02-25-2015,1128.03
02-26-2015,1132.46
02-27-2015,1131.45
02-28-2015,1130.44
03-01-2015,1129.83
03-02-2015,1119.08
03-03-2015,1114.99
03-04-2015,1112.81
03-05-2015,1107.97
03-06-2015,1103.88
03-07-2015,1106.54
03-08-2015,1107.12
03-09-2015,1109.64
03-10-2015,1109.15
03-11-2015,1098.55
03-12-2015,1090.44
03-13-2015,1091.11
03-14-2015,1079.68
03-15-2015,1077.62
03-16-2015,1074.26
03-17-2015,1072.42
03-18-2015,1063.92
03-19-2015,1055.97
03-20-2015,1056.58
03-21-2015,1062.15
03-22-2015,1058.02
03-23-2015,1056.2
03-24-2015,1054.28
03-25-2015,1035.18
03-26-2015,1033.85
03-27-2015,1035.63
03-28-2015,1027.83
03-29-2015,1024.9
03-30-2015,1039.22
03-31-2015,1067.88
04-01-2015,1067.15
04-02-2015,1077.23
04-03-2015,1067.62
04-04-2015,1075.28
04-05-2015,1075.39
04-06-2015,1086.02
04-07-2015,1093.74
04-08-2015,1106.33
04-09-2015,1112.74
04-10-2015,1116.28
04-11-2015,1106.97
04-12-2015,1098.65
04-13-2015,1099.51
04-14-2015,1107.65
04-15-2015,1101.95
04-16-2015,1100.83
04-17-2015,1109.17
04-18-2015,1112.73
04-19-2015,1120.38
04-20-2015,1118.13
04-21-2015,1121.29
04-22-2015,1122.95
04-23-2015,1128.94
04-24-2015,1122.55
04-25-2015,1127.64
04-26-2015,1131.19
04-27-2015,1137.66
04-28-2015,1125.85
04-29-2015,1129.32
04-30-2015,1130.83
05-01-2015,1130.51
05-02-2015,1134.93
05-03-2015,1141.24
05-04-2015,1145.65
05-05-2015,1148.42
05-06-2015,1143.72
05-07-2015,1135.16
05-08-2015,1135.94
05-09-2015,1137.88
05-10-2015,1130.56
05-11-2015,1130.77
05-12-2015,1123.12
05-13-2015,1133.01
05-14-2015,1127.41
05-15-2015,1125.56
05-16-2015,1130.83
05-17-2015,1139.56
05-18-2015,1139.09
05-19-2015,1139.59
05-20-2015,1138.25
05-21-2015,1136.96
05-22-2015,1140.92
05-23-2015,1135.24
05-24-2015,1131.4
05-25-2015,1117.72
05-26-2015,1120.77
05-27-2015,1116.41
05-28-2015,1109.77
05-29-2015,1107.55
05-30-2015,1109.16
05-31-2015,1113.67
06-01-2015,1102.72
06-02-2015,1095.96
06-03-2015,1088.6
06-04-2015,1085.38
06-05-2015,1102.89
06-06-2015,1105.77
06-07-2015,1101.06
06-08-2015,1091.09
06-09-2015,1094.62
06-10-2015,1092.03
06-11-2015,1102.93
06-12-2015,1098.33
06-13-2015,1107.88
06-14-2015,1111.7
06-15-2015,1105.45
06-16-2015,1106.6
06-17-2015,1102.34
06-18-2015,1084.61
06-19-2015,1085.31
06-20-2015,1086.22
06-21-2015,1083.08
06-22-2015,1079.13
06-23-2015,1068.61
06-24-2015,1060.87
06-25-2015,1051.99
06-26-2015,1060.91
06-27-2015,1074.99
06-28-2015,1083.27
06-29-2015,1085.69
06-30-2015,1080.81
07-01-2015,1086.5
07-02-2015,1084.52
07-03-2015,1084.94
07-04-2015,1082.19
07-05-2015,1076.92
07-06-2015,1074.33
07-07-2015,1062.8
07-08-2015,1054.91
07-09-2015,1058.32
07-10-2015,1069.38
07-11-2015,1068.08
07-12-2015,1070.88
07-13-2015,1064.76
07-14-2015,1069.37
07-15-2015,1071.91
07-16-2015,1068.88
07-17-2015,1065.11
07-18-2015,1078.92
07-19-2015,1066.11
07-20-2015,1057.12
07-21-2015,1058.66
07-22-2015,1059.52
07-23-2015,1059.64
07-24-2015,1056.34
07-25-2015,1043.58
07-26-2015,1029.48
07-27-2015,1008.04
07-28-2015,967.26
07-29-2015,974.89
07-30-2015,985.93
07-31-2015,1008.41
08-01-2015,1014.62
08-02-2015,1011.96
08-03-2015,986.7
08-04-2015,991.03
08-05-2015,997.16
08-06-2015,982.51
08-07-2015,979.81
08-08-2015,997.61
08-09-2015,1003.02
08-10-2015,997.53
08-11-2015,999.53
08-12-2015,999.48
08-13-2015,1005.94
08-14-2015,1021.33
08-15-2015,1020.49
08-16-2015,1008.66
08-17-2015,1003.95
08-18-2015,988.1
08-19-2015,979.02
08-20-2015,977.63
08-21-2015,985.3
08-22-2015,970.23
08-23-2015,969.55
08-24-2015,985.24
08-25-2015,984.5
08-26-2015,996.08
08-27-2015,1021.15
08-28-2015,1027.77
08-29-2015,1042.16
08-30-2015,1048.91
08-31-2015,1059.11
09-01-2015,1062.93
09-02-2015,1049.61
09-03-2015,1047.88
09-04-2015,1061.97
09-05-2015,1062.59
09-06-2015,1058.44
09-07-2015,1057.42
09-08-2015,1049.85
09-09-2015,1061.68
09-10-2015,1074.0
09-11-2015,1073.44
09-12-2015,1067.05
09-13-2015,1073.77
09-14-2015,1063.87
09-15-2015,1063.93
09-16-2015,1071.2
09-17-2015,1077.1
09-18-2015,1078.38
09-19-2015,1076.95
09-20-2015,1067.36
09-21-2015,1057.62
09-22-2015,1052.48
09-23-2015,1055.28
09-24-2015,1043.85
09-25-2015,1030.63
09-26-2015,1038.69
09-27-2015,1046.17
09-28-2015,1051.72
09-29-2015,1063.11
09-30-2015,1065.56
10-01-2015,1063.91
10-02-2015,1063.0
10-03-2015,1062.31
10-04-2015,1062.8
10-05-2015,1058.87
10-06-2015,1054.4
10-07-2015,1063.66
10-08-2015,1054.44
10-09-2015,1047.65
10-10-2015,1050.77
10-11-2015,1047.35
10-12-2015,1031.9
10-13-2015,1030.86
10-14-2015,1027.8
10-15-2015,1006.16
10-16-2015,1004.55
10-17-2015,1010.64
10-18-2015,1020.36
10-19-2015,1016.63
10-20-2015,1002.87
10-21-2015,1006.25
10-22-2015,1014.63
10-23-2015,1030.0
10-24-2015,1033.52
10-25-2015,1033.66
10-26-2015,1033.6
10-27-2015,1040.11
10-28-2015,1032.98
10-29-2015,1024.89
10-30-2015,1024.89
10-31-2015,1003.89
11-01-2015,1006.17
11-02-2015,992.28
11-03-2015,969.22
11-04-2015,961.08
11-05-2015,949.18
