Date,Value
11-14-2012,1245.0
11-15-2012,1238.75
11-16-2012,1231.25
11-17-2012,1245.25
11-18-2012,1260.25
11-19-2012,1253.25
11-20-2012,1253.75
11-21-2012,1263.0
11-22-2012,1276.0
11-23-2012,1273.25
11-24-2012,1275.0
11-25-2012,1274.25
11-26-2012,1284.0
11-27-2012,1278.0
11-28-2012,1292.25
11-29-2012,1299.5
11-30-2012,1291.5
12-01-2012,1293.75
12-02-2012,1277.0
12-03-2012,1274.5
12-04-2012,1264.0
12-05-2012,1274.25
12-06-2012,1277.0
12-07-2012,1268.75
12-08-2012,1260.0
12-09-2012,1265.75
12-10-2012,1277.75
12-11-2012,1279.75
12-12-2012,1275.0
12-13-2012,1276.5
12-14-2012,1284.75
12-15-2012,1270.75
12-16-2012,1262.25
12-17-2012,1273.75
12-18-2012,1258.0
12-19-2012,1265.25
12-20-2012,1268.25
12-21-2012,1270.75
12-22-2012,1263.75
12-23-2012,1251.25
12-24-2012,1269.0
12-25-2012,1265.0
12-26-2012,1274.75
12-27-2012,1263.75
12-28-2012,1271.75
12-29-2012,1287.5
12-30-2012,1277.5
12-31-2012,1281.5
01-01-2013,1279.0
01-02-2013,1285.0
01-03-2013,1289.75
01-04-2013,1295.75
01-05-2013,1289.5
01-06-2013,1291.25
01-07-2013,1299.75
01-08-2013,1307.25
01-09-2013,1302.25
01-10-2013,1292.75
01-11-2013,1258.25
01-12-2013,1247.0
01-13-2013,1252.0
01-14-2013,1256.25
01-15-2013,1240.5
01-16-2013,1237.75
01-17-2013,1247.0
01-18-2013,1255.0
01-19-2013,1246.75
01-20-2013,1233.5
01-21-2013,1230.25
01-22-2013,1219.75
01-23-2013,1218.75
01-24-2013,1220.0
01-25-2013,1221.0
01-26-2013,1223.0
01-27-2013,1232.0
01-28-2013,1237.5
01-29-2013,1234.5
01-30-2013,1221.5
01-31-2013,1224.0
02-01-2013,1228.25
02-02-2013,1228.5
02-03-2013,1231.0
02-04-2013,1231.5
02-05-2013,1230.25
02-06-2013,1226.75
02-07-2013,1234.25
02-08-2013,1246.75
02-09-2013,1237.75
02-10-2013,1237.0
02-11-2013,1244.75
02-12-2013,1242.0
02-13-2013,1227.75
02-14-2013,1227.25
02-15-2013,1224.25
02-16-2013,1223.75
02-17-2013,1224.0
02-18-2013,1225.25
02-19-2013,1227.0
02-20-2013,1228.25
02-21-2013,1227.25
02-22-2013,1222.25
02-23-2013,1227.25
02-24-2013,1206.0
02-25-2013,1216.25
02-26-2013,1213.75
02-27-2013,1217.25
02-28-2013,1208.0
03-01-2013,1200.0
03-02-2013,1196.0
03-03-2013,1194.0
03-04-2013,1210.0
03-05-2013,1212.0
03-06-2013,1225.75
03-07-2013,1218.75
03-08-2013,1208.75
03-09-2013,1206.0
03-10-2013,1224.75
03-11-2013,1210.25
03-12-2013,1213.5
03-13-2013,1212.0
03-14-2013,1212.75
03-15-2013,1211.0
03-16-2013,1210.25
03-17-2013,1215.5
03-18-2013,1210.0
03-19-2013,1216.5
03-20-2013,1223.0
03-21-2013,1223.75
03-22-2013,1216.75
03-23-2013,1234.25
03-24-2013,1238.5
03-25-2013,1241.25
03-26-2013,1261.0
03-27-2013,1267.75
03-28-2013,1270.5
03-29-2013,1278.25
03-30-2013,1287.25
03-31-2013,1286.75
04-01-2013,1267.5
04-02-2013,1270.75
04-03-2013,1282.75
04-04-2013,1279.0
04-05-2013,1284.25
04-06-2013,1275.75
04-07-2013,1272.0
04-08-2013,1266.5
04-09-2013,1261.75
04-10-2013,1265.75
04-11-2013,1274.75
04-12-2013,1251.25
04-13-2013,1240.25
04-14-2013,1241.0
04-15-2013,1243.0
04-16-2013,1237.25
04-17-2013,1237.25
04-18-2013,1221.0
04-19-2013,1220.5
04-20-2013,1221.0
04-21-2013,1228.5
04-22-2013,1207.75
04-23-2013,1225.5
04-24-2013,1239.5
04-25-2013,1241.5
04-26-2013,1239.25
04-27-2013,1215.5
04-28-2013,1227.75
04-29-2013,1236.5
04-30-2013,1233.25
05-01-2013,1227.0
05-02-2013,1229.0
05-03-2013,1231.25
05-04-2013,1214.5
05-05-2013,1216.25
05-06-2013,1189.75
05-07-2013,1194.75
05-08-2013,1193.5
05-09-2013,1174.5
05-10-2013,1178.0
05-11-2013,1170.75
05-12-2013,1163.25
05-13-2013,1169.75
05-14-2013,1155.0
05-15-2013,1151.0
05-16-2013,1161.25
05-17-2013,1156.25
05-18-2013,1188.5
05-19-2013,1181.25
05-20-2013,1183.5
05-21-2013,1184.25
05-22-2013,1170.25
05-23-2013,1192.5
05-24-2013,1177.5
05-25-2013,1185.5
05-26-2013,1184.75
05-27-2013,1205.0
05-28-2013,1216.5
05-29-2013,1199.0
05-30-2013,1209.5
05-31-2013,1201.5
06-01-2013,1201.5
06-02-2013,1201.0
06-03-2013,1188.5
06-04-2013,1185.5
06-05-2013,1176.25
06-06-2013,1173.5
06-07-2013,1183.75
06-08-2013,1188.0
06-09-2013,1184.5
06-10-2013,1159.25
06-11-2013,1169.75
06-12-2013,1175.5
06-13-2013,1183.0
06-14-2013,1183.0
06-15-2013,1170.5
06-16-2013,1177.25
06-17-2013,1178.25
06-18-2013,1176.5
06-19-2013,1178.25
06-20-2013,1173.25
06-21-2013,1161.5
06-22-2013,1159.0
06-23-2013,1165.0
06-24-2013,1175.75
06-25-2013,1181.0
06-26-2013,1186.75
06-27-2013,1186.25
06-28-2013,1183.5
06-29-2013,1180.25
06-30-2013,1168.25
07-01-2013,1172.75
07-02-2013,1172.25
07-03-2013,1175.75
07-04-2013,1181.5
07-05-2013,1178.5
07-06-2013,1183.75
07-07-2013,1182.75
07-08-2013,1184.5
07-09-2013,1182.75
07-10-2013,1174.0
07-11-2013,1167.25
07-12-2013,1173.25
07-13-2013,1176.0
07-14-2013,1165.25
