Date,Value
04-06-1991,1985.0
04-07-1991,1945.0
04-08-1991,1930.0
04-09-1991,1935.0
04-10-1991,1915.0
04-11-1991,1915.0
04-12-1991,1900.0
04-13-1991,1910.0
04-14-1991,1900.0
04-15-1991,1887.0
04-16-1991,1880.0
04-17-1991,1854.0
04-18-1991,1860.0
04-19-1991,1860.0
04-20-1991,1845.0
04-21-1991,1860.0
04-22-1991,1863.0
04-23-1991,1882.0
04-24-1991,1890.0
04-25-1991,1900.0
04-26-1991,1902.0
04-27-1991,1888.0
04-28-1991,1900.0
04-29-1991,1880.0
04-30-1991,1893.0
05-01-1991,1920.0
05-02-1991,1923.0
05-03-1991,1936.0
05-04-1991,1928.0
05-05-1991,1935.0
05-06-1991,1945.0
05-07-1991,1960.0
05-08-1991,1950.0
05-09-1991,1969.0
05-10-1991,1970.0
05-11-1991,1955.0
05-12-1991,1942.0
05-13-1991,1940.0
05-14-1991,1945.0
05-15-1991,1950.0
05-16-1991,1945.0
05-17-1991,1965.0
05-18-1991,1940.0
05-19-1991,1965.0
05-20-1991,1953.0
05-21-1991,1940.0
05-22-1991,1943.0
05-23-1991,1956.0
05-24-1991,1960.0
05-25-1991,1955.0
05-26-1991,1960.0
05-27-1991,1954.0
05-28-1991,1950.0
05-29-1991,1952.0
05-30-1991,2040.0
05-31-1991,2050.0
06-01-1991,1965.0
06-02-1991,1970.0
06-03-1991,1983.0
06-04-1991,1995.0
06-05-1991,1998.0
06-06-1991,2007.0
06-07-1991,2022.0
06-08-1991,2036.0
06-09-1991,2024.0
06-10-1991,2020.0
06-11-1991,2010.0
06-12-1991,2014.0
06-13-1991,1988.0
06-14-1991,1990.0
06-15-1991,1993.0
06-16-1991,1998.0
06-17-1991,2005.0
06-18-1991,2018.0
06-19-1991,2015.0
06-20-1991,2024.0
06-21-1991,2019.0
06-22-1991,2012.0
06-23-1991,2038.0
06-24-1991,2025.0
06-25-1991,2045.0
06-26-1991,2035.0
06-27-1991,2048.0
06-28-1991,2073.0
06-29-1991,2061.0
06-30-1991,2052.0
07-01-1991,2087.0
07-02-1991,2099.0
07-03-1991,2105.0
07-04-1991,2111.0
07-05-1991,2124.0
07-06-1991,2139.0
07-07-1991,2127.0
07-08-1991,2154.0
07-09-1991,2170.0
07-10-1991,2215.0
07-11-1991,2205.0
07-12-1991,2225.0
07-13-1991,2234.0
07-14-1991,2205.0
07-15-1991,2220.0
07-16-1991,2161.0
07-17-1991,2185.0
07-18-1991,2143.0
07-19-1991,2150.0
07-20-1991,2150.0
07-21-1991,2162.0
07-22-1991,2194.0
07-23-1991,2235.0
07-24-1991,2228.0
07-25-1991,2217.0
07-26-1991,2184.0
07-27-1991,2195.0
07-28-1991,2159.0
07-29-1991,2136.0
07-30-1991,2128.0
07-31-1991,2088.0
08-01-1991,2120.0
08-02-1991,2180.0
08-03-1991,2110.0
08-04-1991,2070.0
08-05-1991,2070.0
08-06-1991,2049.0
08-07-1991,2015.0
08-08-1991,2000.0
08-09-1991,
08-10-1991,
08-11-1991,
08-12-1991,
08-13-1991,
08-14-1991,
08-15-1991,
08-16-1991,
08-17-1991,
08-18-1991,
08-19-1991,
08-20-1991,
08-21-1991,
08-22-1991,
08-23-1991,
08-24-1991,
08-25-1991,
08-26-1991,
08-27-1991,
08-28-1991,
08-29-1991,
08-30-1991,
08-31-1991,
09-01-1991,
09-02-1991,
09-03-1991,
09-04-1991,
09-05-1991,
09-06-1991,
09-07-1991,
09-08-1991,
09-09-1991,
09-10-1991,
09-11-1991,
09-12-1991,
09-13-1991,
09-14-1991,
09-15-1991,
09-16-1991,
09-17-1991,
09-18-1991,
09-19-1991,
09-20-1991,
09-21-1991,
09-22-1991,
09-23-1991,
09-24-1991,
09-25-1991,
09-26-1991,
09-27-1991,
09-28-1991,
09-29-1991,
09-30-1991,
10-01-1991,
10-02-1991,
10-03-1991,
10-04-1991,
10-05-1991,
10-06-1991,
10-07-1991,
10-08-1991,
10-09-1991,
10-10-1991,
10-11-1991,
10-12-1991,
10-13-1991,
10-14-1991,
10-15-1991,
10-16-1991,
10-17-1991,
10-18-1991,
10-19-1991,
10-20-1991,
10-21-1991,
10-22-1991,
10-23-1991,
10-24-1991,
10-25-1991,
10-26-1991,
10-27-1991,
10-28-1991,
10-29-1991,
10-30-1991,
10-31-1991,
11-01-1991,
11-02-1991,
11-03-1991,
11-04-1991,
11-05-1991,
11-06-1991,
11-07-1991,
11-08-1991,
11-09-1991,
11-10-1991,
11-11-1991,
11-12-1991,
11-13-1991,
11-14-1991,
11-15-1991,
11-16-1991,
11-17-1991,
11-18-1991,
11-19-1991,
11-20-1991,
11-21-1991,
11-22-1991,
11-23-1991,
11-24-1991,
11-25-1991,
11-26-1991,
11-27-1991,
11-28-1991,
11-29-1991,
11-30-1991,
12-01-1991,
12-02-1991,
12-03-1991,
12-04-1991,
12-05-1991,
12-06-1991,
12-07-1991,
12-08-1991,
12-09-1991,
12-10-1991,
12-11-1991,
12-12-1991,
12-13-1991,
12-14-1991,
12-15-1991,
12-16-1991,
12-17-1991,
12-18-1991,
12-19-1991,
12-20-1991,
12-21-1991,
12-22-1991,
12-23-1991,
12-24-1991,
12-25-1991,
12-26-1991,
12-27-1991,
12-28-1991,
12-29-1991,
12-30-1991,
12-31-1991,
01-01-1992,
01-02-1992,
01-03-1992,
01-04-1992,
01-05-1992,
01-06-1992,
01-07-1992,
01-08-1992,
01-09-1992,
01-10-1992,
01-11-1992,
01-12-1992,
01-13-1992,
01-14-1992,
01-15-1992,
01-16-1992,
01-17-1992,
01-18-1992,
01-19-1992,
01-20-1992,
01-21-1992,
01-22-1992,
01-23-1992,
01-24-1992,
01-25-1992,
01-26-1992,
01-27-1992,
01-28-1992,
01-29-1992,
01-30-1992,
01-31-1992,
02-01-1992,
02-02-1992,
02-03-1992,
02-04-1992,
02-05-1992,
02-06-1992,
02-07-1992,
02-08-1992,
02-09-1992,
02-10-1992,
02-11-1992,
02-12-1992,
02-13-1992,
02-14-1992,
02-15-1992,
02-16-1992,
02-17-1992,
02-18-1992,
02-19-1992,
02-20-1992,
02-21-1992,
02-22-1992,
02-23-1992,
02-24-1992,
02-25-1992,
02-26-1992,
02-27-1992,
02-28-1992,
02-29-1992,
