Date,Value
04-07-2012,7008.6
04-08-2012,6968.7
04-09-2012,6898.3
04-10-2012,6838.7
04-11-2012,6953.7
04-12-2012,6945.7
04-13-2012,6908.4
04-14-2012,7001.0
04-15-2012,7017.5
04-16-2012,7096.4
04-17-2012,7146.6
04-18-2012,7222.8
04-19-2012,7194.4
04-20-2012,7013.2
04-21-2012,6987.2
04-22-2012,7002.9
04-23-2012,7082.6
04-24-2012,7174.5
04-25-2012,7235.4
04-26-2012,7196.8
04-27-2012,7168.1
04-28-2012,7124.4
04-29-2012,7199.3
04-30-2012,7264.4
05-01-2012,7320.6
05-02-2012,7276.4
05-03-2012,7322.9
05-04-2012,7317.1
05-05-2012,7295.5
05-06-2012,7354.2
05-07-2012,7380.6
05-08-2012,7433.0
05-09-2012,7466.1
05-10-2012,7429.8
05-11-2012,7458.4
05-12-2012,7397.8
05-13-2012,7385.4
05-14-2012,7322.6
05-15-2012,7381.3
05-16-2012,7356.9
05-17-2012,7376.4
05-18-2012,7330.0
05-19-2012,7369.9
05-20-2012,7437.4
05-21-2012,7415.5
05-22-2012,7352.6
05-23-2012,7456.3
05-24-2012,7562.4
05-25-2012,7558.8
05-26-2012,7563.7
05-27-2012,7632.3
05-28-2012,7618.8
05-29-2012,7804.0
05-30-2012,7819.7
05-31-2012,7751.7
06-01-2012,7765.6
06-02-2012,7659.5
06-03-2012,7753.0
06-04-2012,7730.8
06-05-2012,7740.3
06-06-2012,7604.2
06-07-2012,7597.9
06-08-2012,7593.4
06-09-2012,7626.7
06-10-2012,7666.4
06-11-2012,7625.1
06-12-2012,7589.8
06-13-2012,7664.6
06-14-2012,7634.1
06-15-2012,7642.4
06-16-2012,7608.7
06-17-2012,7635.1
06-18-2012,7631.3
06-19-2012,7647.0
06-20-2012,7668.8
06-21-2012,7676.0
06-22-2012,7679.7
06-23-2012,7656.2
06-24-2012,7603.7
06-25-2012,7446.5
06-26-2012,7453.8
06-27-2012,7535.4
06-28-2012,7503.3
06-29-2012,7498.4
06-30-2012,7533.3
07-01-2012,7526.2
07-02-2012,7529.2
07-03-2012,7550.2
07-04-2012,7467.5
07-05-2012,7506.8
07-06-2012,7497.5
07-07-2012,7425.7
07-08-2012,7369.2
07-09-2012,7408.5
07-10-2012,7326.8
07-11-2012,7361.5
07-12-2012,7337.6
07-13-2012,7304.3
07-14-2012,7422.1
07-15-2012,7474.0
07-16-2012,7471.5
07-17-2012,7529.3
07-18-2012,7537.1
07-19-2012,7488.5
07-20-2012,7501.6
07-21-2012,7386.4
07-22-2012,7474.5
07-23-2012,7506.1
07-24-2012,4101.8
07-25-2012,4059.3
07-26-2012,4054.5
07-27-2012,4076.3
07-28-2012,4084.0
07-29-2012,4083.0
07-30-2012,4107.1
07-31-2012,4135.0
08-01-2012,4128.5
08-02-2012,4117.3
08-03-2012,4091.5
08-04-2012,4110.1
08-05-2012,4146.1
08-06-2012,4121.1
08-07-2012,4111.4
08-08-2012,4129.9
08-09-2012,4096.9
08-10-2012,4168.1
08-11-2012,4184.3
08-12-2012,4192.3
08-13-2012,4187.2
08-14-2012,4197.6
08-15-2012,4216.6
08-16-2012,4224.9
08-17-2012,4218.1
08-18-2012,4230.3
08-19-2012,4226.8
08-20-2012,4229.5
08-21-2012,4270.9
08-22-2012,4300.3
08-23-2012,4303.5
08-24-2012,4281.4
08-25-2012,4288.1
08-26-2012,4310.1
08-27-2012,4324.7
08-28-2012,4310.2
08-29-2012,4303.1
08-30-2012,4294.6
08-31-2012,4292.9
09-01-2012,4311.3
09-02-2012,4322.6
09-03-2012,4287.1
09-04-2012,4274.0
09-05-2012,4319.5
09-06-2012,4335.6
09-07-2012,4318.8
09-08-2012,4329.6
09-09-2012,4334.4
09-10-2012,4330.8
09-11-2012,4317.3
09-12-2012,4314.6
09-13-2012,4349.2
09-14-2012,4359.8
09-15-2012,4308.5
09-16-2012,4322.6
09-17-2012,4348.6
09-18-2012,4313.2
09-19-2012,4323.0
09-20-2012,4334.8
09-21-2012,4322.6
09-22-2012,4314.8
09-23-2012,4370.2
09-24-2012,4380.4
09-25-2012,4368.3
09-26-2012,4389.9
09-27-2012,4377.3
09-28-2012,4403.6
09-29-2012,4388.7
09-30-2012,4403.5
10-01-2012,4403.6
10-02-2012,4379.2
10-03-2012,4392.8
10-04-2012,4370.9
10-05-2012,4348.5
10-06-2012,4346.1
10-07-2012,4342.5
10-08-2012,4320.9
10-09-2012,4317.6
10-10-2012,4343.0
10-11-2012,4360.6
10-12-2012,4328.6
10-13-2012,4253.7
10-14-2012,4267.6
10-15-2012,4286.6
10-16-2012,4319.7
10-17-2012,4341.7
10-18-2012,4309.2
10-19-2012,4254.8
10-20-2012,4228.2
10-21-2012,4205.8
10-22-2012,4213.3
10-23-2012,4262.5
10-24-2012,4258.4
10-25-2012,4291.0
10-26-2012,4338.7
10-27-2012,4383.3
10-28-2012,4400.9
10-29-2012,4385.5
10-30-2012,4397.3
10-31-2012,4363.7
11-01-2012,4397.9
11-02-2012,4432.6
11-03-2012,4443.1
11-04-2012,4465.1
11-05-2012,4475.3
11-06-2012,4475.6
11-07-2012,4465.6
11-08-2012,4463.4
11-09-2012,4476.4
11-10-2012,4503.2
11-11-2012,4515.5
11-12-2012,4447.0
11-13-2012,4466.2
11-14-2012,4488.3
11-15-2012,4537.7
11-16-2012,4513.3
11-17-2012,4510.1
11-18-2012,4496.6
11-19-2012,4467.7
11-20-2012,4453.7
11-21-2012,4428.5
11-22-2012,4400.1
11-23-2012,4375.0
11-24-2012,4388.7
11-25-2012,4318.0
11-26-2012,4333.0
11-27-2012,4301.7
11-28-2012,4342.7
11-29-2012,4354.5
11-30-2012,4384.4
12-01-2012,4364.8
12-02-2012,4310.0
12-03-2012,4317.2
12-04-2012,4220.0
12-05-2012,4254.7
12-06-2012,4301.6
12-07-2012,4275.5
12-08-2012,4281.8
12-09-2012,4305.0
12-10-2012,4331.9
12-11-2012,4306.0
12-12-2012,4347.2
12-13-2012,4388.2
12-14-2012,4403.2
12-15-2012,4427.1
12-16-2012,4434.1
12-17-2012,4499.5
12-18-2012,4505.3
12-19-2012,4515.3
12-20-2012,4515.2
12-21-2012,4517.9
12-22-2012,4496.4
12-23-2012,4532.1
12-24-2012,4539.9
12-25-2012,4548.3
12-26-2012,4555.8
12-27-2012,4537.0
12-28-2012,4525.2
12-29-2012,4511.4
12-30-2012,4507.6
12-31-2012,4528.0
01-01-2013,4532.9
01-02-2013,4546.8
01-03-2013,4548.7
01-04-2013,4518.8
01-05-2013,4505.0
01-06-2013,4553.6
01-07-2013,4572.5
01-08-2013,4561.6
01-09-2013,4566.7
01-10-2013,4591.3
01-11-2013,4576.2
01-12-2013,4576.4
01-13-2013,4586.8
01-14-2013,4545.5
01-15-2013,4546.4
01-16-2013,4574.1
01-17-2013,4578.4
01-18-2013,4574.7
01-19-2013,4549.4
01-20-2013,4568.8
01-21-2013,4591.2
01-22-2013,4552.1
01-23-2013,4587.9
