Date,Value
12-26-2000,1046.56
12-27-2000,1040.94
12-28-2000,1040.31
12-29-2000,1038.75
12-30-2000,1055.31
12-31-2000,1036.25
01-01-2001,1040.0
01-02-2001,1044.69
01-03-2001,1044.69
01-04-2001,1042.5
01-05-2001,1034.69
01-06-2001,1026.56
01-07-2001,1018.44
01-08-2001,1021.25
01-09-2001,1030.31
01-10-2001,1037.19
01-11-2001,1025.94
01-12-2001,1020.62
01-13-2001,1014.69
01-14-2001,1013.12
01-15-2001,1018.12
01-16-2001,1016.25
01-17-2001,1011.56
01-18-2001,1020.62
01-19-2001,1025.62
01-20-2001,1037.5
01-21-2001,1030.94
01-22-2001,1034.06
01-23-2001,1030.94
01-24-2001,1030.94
01-25-2001,1030.94
01-26-2001,1036.88
01-27-2001,1031.25
01-28-2001,1029.38
01-29-2001,1027.5
01-30-2001,1019.06
01-31-2001,1024.38
02-01-2001,1025.31
02-02-2001,1020.31
02-03-2001,1016.56
02-04-2001,1020.94
02-05-2001,1025.94
02-06-2001,1036.25
02-07-2001,1040.62
02-08-2001,1047.5
02-09-2001,1035.62
02-10-2001,1035.94
02-11-2001,1034.06
02-12-2001,1042.19
02-13-2001,1044.06
02-14-2001,1041.88
02-15-2001,1043.44
02-16-2001,1041.25
02-17-2001,1047.19
02-18-2001,1047.19
02-19-2001,1051.25
02-20-2001,1046.25
02-21-2001,1050.31
02-22-2001,1050.31
02-23-2001,1055.31
02-24-2001,1048.12
02-25-2001,1040.62
02-26-2001,1028.12
02-27-2001,1025.94
02-28-2001,1025.0
03-01-2001,1027.5
03-02-2001,1024.38
03-03-2001,1025.94
03-04-2001,1024.06
03-05-2001,1021.25
03-06-2001,1031.25
03-07-2001,1026.25
03-08-2001,1008.75
03-09-2001,1010.62
03-10-2001,1009.06
03-11-2001,998.125
03-12-2001,1004.69
03-13-2001,1004.06
03-14-2001,988.438
03-15-2001,987.5
03-16-2001,995.0
03-17-2001,992.5
03-18-2001,988.75
03-19-2001,998.438
03-20-2001,985.938
03-21-2001,988.438
03-22-2001,993.75
03-23-2001,999.062
03-24-2001,1007.19
03-25-2001,1002.19
03-26-2001,1003.44
03-27-2001,998.125
03-28-2001,1003.12
03-29-2001,991.875
03-30-2001,973.438
03-31-2001,977.812
04-01-2001,971.25
04-02-2001,974.062
04-03-2001,981.875
04-04-2001,985.312
04-05-2001,985.938
04-06-2001,984.375
04-07-2001,982.188
04-08-2001,973.438
04-09-2001,973.125
04-10-2001,972.812
04-11-2001,973.125
04-12-2001,982.5
04-13-2001,990.625
04-14-2001,993.125
04-15-2001,997.188
04-16-2001,997.5
04-17-2001,991.562
04-18-2001,989.688
04-19-2001,994.688
04-20-2001,999.375
04-21-2001,999.062
04-22-2001,1002.19
04-23-2001,997.812
04-24-2001,996.562
04-25-2001,997.812
04-26-2001,1000.94
04-27-2001,1004.06
04-28-2001,1012.81
04-29-2001,1010.94
04-30-2001,1003.44
05-01-2001,1005.94
05-02-2001,998.125
05-03-2001,989.688
05-04-2001,995.625
05-05-2001,990.625
05-06-2001,986.562
05-07-2001,990.0
05-08-2001,995.0
05-09-2001,999.375
05-10-2001,996.875
05-11-2001,1002.81
05-12-2001,1004.38
05-13-2001,1009.69
05-14-2001,1010.62
05-15-2001,1020.31
05-16-2001,1018.75
05-17-2001,1017.5
05-18-2001,1020.31
05-19-2001,1022.81
05-20-2001,1015.62
05-21-2001,1015.0
05-22-2001,1020.94
05-23-2001,1023.44
05-24-2001,1026.25
05-25-2001,1023.44
05-26-2001,1017.19
05-27-2001,1016.25
05-28-2001,1015.31
05-29-2001,1014.69
05-30-2001,1025.0
05-31-2001,1022.19
06-01-2001,1025.62
06-02-2001,1026.88
06-03-2001,1026.25
06-04-2001,1025.0
06-05-2001,1029.69
06-06-2001,1038.12
06-07-2001,1033.44
06-08-2001,1035.0
06-09-2001,1035.62
06-10-2001,1040.0
06-11-2001,1035.62
06-12-2001,1033.75
06-13-2001,1041.88
06-14-2001,1048.12
06-15-2001,1047.19
06-16-2001,1045.62
06-17-2001,1045.31
06-18-2001,1033.12
06-19-2001,1036.56
06-20-2001,1048.75
06-21-2001,1044.38
06-22-2001,1039.69
06-23-2001,1041.88
06-24-2001,1051.88
06-25-2001,1049.06
06-26-2001,1042.81
06-27-2001,1021.56
06-28-2001,1022.19
06-29-2001,1023.44
06-30-2001,1020.0
07-01-2001,1024.38
07-02-2001,1030.31
07-03-2001,1044.38
07-04-2001,1044.38
07-05-2001,1044.06
07-06-2001,1051.56
07-07-2001,1058.75
07-08-2001,1059.69
07-09-2001,1060.62
07-10-2001,1054.38
07-11-2001,1048.12
07-12-2001,1052.81
07-13-2001,1044.06
07-14-2001,1050.62
07-15-2001,1050.0
07-16-2001,1053.44
07-17-2001,1059.38
07-18-2001,1060.0
07-19-2001,1054.06
07-20-2001,1050.62
07-21-2001,1053.44
07-22-2001,1060.0
07-23-2001,1067.19
07-24-2001,1069.38
07-25-2001,1070.94
07-26-2001,1074.69
07-27-2001,1095.62
07-28-2001,1095.31
07-29-2001,1083.75
07-30-2001,1096.56
07-31-2001,1098.75
08-01-2001,1105.0
08-02-2001,1097.81
08-03-2001,1095.94
08-04-2001,1081.88
08-05-2001,1074.06
08-06-2001,1050.94
08-07-2001,1040.31
08-08-2001,1048.44
08-09-2001,1038.75
08-10-2001,1029.06
08-11-2001,1025.31
08-12-2001,1023.12
08-13-2001,1030.62
08-14-2001,1026.88
08-15-2001,1039.38
08-16-2001,1036.25
08-17-2001,1042.19
08-18-2001,1049.06
08-19-2001,1025.62
08-20-2001,1016.25
08-21-2001,994.688
08-22-2001,1003.12
08-23-2001,1004.38
08-24-2001,1013.44
08-25-2001,1006.56
08-26-2001,1000.0
08-27-2001,998.75
08-28-2001,1005.62
08-29-2001,1014.69
08-30-2001,1016.88
08-31-2001,1011.25
09-01-2001,1006.25
09-02-2001,1001.56
09-03-2001,1011.56
09-04-2001,1005.31
09-05-2001,1015.31
09-06-2001,1003.12
09-07-2001,1006.88
09-08-2001,1004.06
09-09-2001,1014.38
09-10-2001,1012.81
09-11-2001,1015.62
09-12-2001,1026.88
09-13-2001,1034.06
09-14-2001,1032.5
09-15-2001,1039.06
09-16-2001,1037.5
09-17-2001,1030.62
09-18-2001,1035.0
09-19-2001,1032.5
09-20-2001,1021.25
09-21-2001,1025.94
09-22-2001,1022.5
09-23-2001,1023.12
09-24-2001,1034.06
09-25-2001,1028.75
09-26-2001,1027.81
09-27-2001,1033.44
09-28-2001,1041.56
09-29-2001,1041.88
09-30-2001,1037.81
10-01-2001,1033.75
10-02-2001,1038.75
10-03-2001,1035.0
10-04-2001,1029.06
10-05-2001,1028.12
10-06-2001,1034.69
10-07-2001,1041.56
10-08-2001,1040.0
10-09-2001,1039.38
10-10-2001,1044.06
10-11-2001,1046.56
10-12-2001,1044.69
10-13-2001,1036.25
10-14-2001,
10-15-2001,
10-16-2001,
10-17-2001,
10-18-2001,
10-19-2001,
10-20-2001,
10-21-2001,
10-22-2001,
10-23-2001,
10-24-2001,
10-25-2001,
10-26-2001,
10-27-2001,
10-28-2001,
10-29-2001,
10-30-2001,
10-31-2001,
11-01-2001,
11-02-2001,
11-03-2001,
11-04-2001,
11-05-2001,
11-06-2001,
11-07-2001,
11-08-2001,
11-09-2001,
11-10-2001,
11-11-2001,
11-12-2001,
11-13-2001,
11-14-2001,
11-15-2001,
11-16-2001,
11-17-2001,
11-18-2001,
11-19-2001,
11-20-2001,
11-21-2001,
11-22-2001,
11-23-2001,
11-24-2001,
11-25-2001,
11-26-2001,
11-27-2001,
11-28-2001,
11-29-2001,
11-30-2001,
12-01-2001,
12-02-2001,
12-03-2001,
12-04-2001,
12-05-2001,
12-06-2001,
12-07-2001,
12-08-2001,
12-09-2001,
12-10-2001,
12-11-2001,
12-12-2001,
12-13-2001,
12-14-2001,
12-15-2001,
12-16-2001,
12-17-2001,
12-18-2001,
12-19-2001,
12-20-2001,
12-21-2001,
12-22-2001,
12-23-2001,
12-24-2001,
12-25-2001,
12-26-2001,
12-27-2001,
12-28-2001,
12-29-2001,
12-30-2001,
12-31-2001,
01-01-2002,
01-02-2002,
01-03-2002,
01-04-2002,
01-05-2002,
01-06-2002,
01-07-2002,
01-08-2002,
01-09-2002,
01-10-2002,
01-11-2002,
01-12-2002,
01-13-2002,
01-14-2002,
01-15-2002,
01-16-2002,
01-17-2002,
01-18-2002,
01-19-2002,
01-20-2002,
01-21-2002,
01-22-2002,
01-23-2002,
01-24-2002,
01-25-2002,
01-26-2002,
01-27-2002,
01-28-2002,
01-29-2002,
