Date,Value
02-26-2014,10922.2
02-27-2014,10850.3
02-28-2014,10892.0
03-01-2014,11047.4
03-02-2014,10900.1
03-03-2014,10716.1
03-04-2014,10716.6
03-05-2014,10806.6
03-06-2014,10723.0
03-07-2014,10725.1
03-08-2014,10692.6
03-09-2014,10704.6
03-10-2014,10764.1
03-11-2014,10556.8
03-12-2014,10642.3
03-13-2014,10577.6
03-14-2014,10611.4
03-15-2014,10639.5
03-16-2014,10638.6
03-17-2014,10667.0
03-18-2014,10709.3
03-19-2014,10774.7
03-20-2014,10812.5
03-21-2014,10792.8
03-22-2014,10616.7
03-23-2014,10578.7
03-24-2014,10731.5
03-25-2014,10758.1
03-26-2014,10746.9
03-27-2014,10886.3
03-28-2014,10898.3
03-29-2014,10868.8
03-30-2014,10882.6
03-31-2014,10976.2
04-01-2014,10984.7
04-02-2014,10992.2
04-03-2014,10851.7
04-04-2014,11013.2
04-05-2014,11029.0
04-06-2014,10978.3
04-07-2014,11060.0
04-08-2014,10977.0
04-09-2014,10844.4
04-10-2014,10925.4
04-11-2014,10833.9
04-12-2014,10797.5
04-13-2014,10860.6
04-14-2014,10764.3
04-15-2014,10681.2
04-16-2014,10833.3
04-17-2014,10822.2
04-18-2014,10778.7
04-19-2014,10831.2
04-20-2014,10896.0
04-21-2014,10968.5
04-22-2014,10943.8
04-23-2014,10969.5
04-24-2014,10958.4
04-25-2014,10977.0
04-26-2014,11068.1
04-27-2014,11052.9
04-28-2014,11094.4
04-29-2014,11029.0
04-30-2014,11030.7
05-01-2014,11026.7
05-02-2014,10959.8
05-03-2014,10950.5
05-04-2014,10907.4
05-05-2014,10858.7
05-06-2014,10936.5
05-07-2014,10874.2
05-08-2014,11014.8
05-09-2014,10995.2
05-10-2014,11050.2
05-11-2014,11299.0
05-12-2014,11299.0
05-13-2014,11351.5
05-14-2014,11437.2
05-15-2014,11475.4
05-16-2014,11476.7
05-17-2014,11554.0
05-18-2014,11521.7
05-19-2014,11586.1
05-20-2014,11496.4
05-21-2014,11447.5
05-22-2014,11465.1
05-23-2014,11420.0
05-24-2014,11389.2
05-25-2014,11329.3
05-26-2014,11309.6
05-27-2014,11256.4
05-28-2014,11177.0
05-29-2014,11106.6
05-30-2014,11221.0
05-31-2014,11089.6
06-01-2014,11187.6
06-02-2014,11021.4
06-03-2014,11071.4
06-04-2014,11089.2
06-05-2014,11037.3
06-06-2014,11131.4
06-07-2014,11070.4
06-08-2014,11090.6
06-09-2014,11048.7
06-10-2014,10926.4
06-11-2014,11083.6
06-12-2014,11160.7
06-13-2014,11044.4
06-14-2014,11005.2
