Date,Value
09-03-2007,1722.5
09-04-2007,1731.5
09-05-2007,1681.5
09-06-2007,1676.0
09-07-2007,1686.0
09-08-2007,1675.5
09-09-2007,1714.0
09-10-2007,1724.5
09-11-2007,1750.0
09-12-2007,1760.0
09-13-2007,1756.0
09-14-2007,1751.5
09-15-2007,1744.0
09-16-2007,1716.5
09-17-2007,1737.0
09-18-2007,1729.5
09-19-2007,1717.0
09-20-2007,1747.0
09-21-2007,1761.5
09-22-2007,1758.5
09-23-2007,1776.5
09-24-2007,1776.0
09-25-2007,1766.5
09-26-2007,1765.5
09-27-2007,1757.0
09-28-2007,1791.0
09-29-2007,1769.0
09-30-2007,1766.0
10-01-2007,1748.0
10-02-2007,1765.5
10-03-2007,1748.0
10-04-2007,1748.0
10-05-2007,1752.5
10-06-2007,1755.5
10-07-2007,1744.0
10-08-2007,1734.5
10-09-2007,1736.0
10-10-2007,1753.0
10-11-2007,1762.5
10-12-2007,1764.5
10-13-2007,1770.5
10-14-2007,1763.0
10-15-2007,1785.0
10-16-2007,1756.5
10-17-2007,1776.0
10-18-2007,1772.5
10-19-2007,1757.0
10-20-2007,1771.0
10-21-2007,1759.5
10-22-2007,1754.0
10-23-2007,1761.0
10-24-2007,1771.0
10-25-2007,1775.0
10-26-2007,1758.0
10-27-2007,1758.5
10-28-2007,1774.5
10-29-2007,1775.5
10-30-2007,1800.0
10-31-2007,1809.0
11-01-2007,1802.5
11-02-2007,1801.5
11-03-2007,1784.0
11-04-2007,1778.5
11-05-2007,1795.0
11-06-2007,1793.0
11-07-2007,1768.0
11-08-2007,1791.0
11-09-2007,1801.0
11-10-2007,1818.0
11-11-2007,1823.0
11-12-2007,1822.5
11-13-2007,1809.0
11-14-2007,1822.5
11-15-2007,1804.5
11-16-2007,1804.0
11-17-2007,1798.0
11-18-2007,1796.5
11-19-2007,1799.0
11-20-2007,1818.0
11-21-2007,1827.0
11-22-2007,1825.0
11-23-2007,1823.5
11-24-2007,1820.5
11-25-2007,1823.5
11-26-2007,1807.5
11-27-2007,1812.0
11-28-2007,1819.0
11-29-2007,1824.5
11-30-2007,1819.0
12-01-2007,1820.5
12-02-2007,1808.5
12-03-2007,1819.0
12-04-2007,1794.5
12-05-2007,1801.0
12-06-2007,1774.0
12-07-2007,1779.0
12-08-2007,1726.5
12-09-2007,1701.5
12-10-2007,1729.0
12-11-2007,1713.5
12-12-2007,1698.0
12-13-2007,1713.0
12-14-2007,1667.5
12-15-2007,1702.5
12-16-2007,1702.0
12-17-2007,1729.5
12-18-2007,1685.0
12-19-2007,1670.0
12-20-2007,1673.5
12-21-2007,1661.0
12-22-2007,1627.0
12-23-2007,1594.5
12-24-2007,1583.0
12-25-2007,1580.0
12-26-2007,1582.5
12-27-2007,1614.5
12-28-2007,1635.5
12-29-2007,1648.5
12-30-2007,1629.0
12-31-2007,1594.0
01-01-2008,1636.5
01-02-2008,1622.5
01-03-2008,1657.5
01-04-2008,1654.0
01-05-2008,1610.5
01-06-2008,1619.5
01-07-2008,1580.5
01-08-2008,1569.5
01-09-2008,1595.0
01-10-2008,1588.5
01-11-2008,1596.0
01-12-2008,1611.0
01-13-2008,1598.5
01-14-2008,1630.0
01-15-2008,1648.0
01-16-2008,1622.0
01-17-2008,1640.5
01-18-2008,1642.0
01-19-2008,1640.5
01-20-2008,1662.0
01-21-2008,1699.5
01-22-2008,1680.0
01-23-2008,1716.0
01-24-2008,1713.5
01-25-2008,1718.0
01-26-2008,1715.5
01-27-2008,1736.0
01-28-2008,1733.5
01-29-2008,1735.5
01-30-2008,1732.5
01-31-2008,1744.5
02-01-2008,1755.5
02-02-2008,1736.5
02-03-2008,1700.5
02-04-2008,1708.0
02-05-2008,1704.0
02-06-2008,1650.5
02-07-2008,1655.5
02-08-2008,1662.5
02-09-2008,1645.0
02-10-2008,1645.0
02-11-2008,1666.0
02-12-2008,1681.5
02-13-2008,1670.5
02-14-2008,1691.5
02-15-2008,1652.5
02-16-2008,1657.0
02-17-2008,1626.5
02-18-2008,1644.5
02-19-2008,1584.5
02-20-2008,1573.0
02-21-2008,1520.5
02-22-2008,1509.0
02-23-2008,1535.0
02-24-2008,1556.0
02-25-2008,1524.5
02-26-2008,1517.5
02-27-2008,1484.0
02-28-2008,1525.0
02-29-2008,1465.0
03-01-2008,1507.0
03-02-2008,1491.0
03-03-2008,1514.0
03-04-2008,1544.5
03-05-2008,1559.5
03-06-2008,1570.0
03-07-2008,1564.5
03-08-2008,1541.5
03-09-2008,1575.0
03-10-2008,1588.0
03-11-2008,1596.5
03-12-2008,1580.5
03-13-2008,1562.5
03-14-2008,1586.0
03-15-2008,1551.0
03-16-2008,1547.5
03-17-2008,1504.5
03-18-2008,1510.0
03-19-2008,1505.0
03-20-2008,1505.0
03-21-2008,1515.0
03-22-2008,1557.5
03-23-2008,1567.5
03-24-2008,1537.5
03-25-2008,1528.5
03-26-2008,1515.5
03-27-2008,1484.5
03-28-2008,1483.0
03-29-2008,1438.0
03-30-2008,1441.0
03-31-2008,1437.5
04-01-2008,1435.0
04-02-2008,1435.0
04-03-2008,1410.0
04-04-2008,1405.5
04-05-2008,1364.0
04-06-2008,1337.5
04-07-2008,1331.0
04-08-2008,1336.5
04-09-2008,1256.0
04-10-2008,1240.0
04-11-2008,1291.5
04-12-2008,1332.0
04-13-2008,1309.5
04-14-2008,1333.5
04-15-2008,1337.5
04-16-2008,1326.0
04-17-2008,1354.0
04-18-2008,1376.0
04-19-2008,1330.5
04-20-2008,1304.0
04-21-2008,1298.0
04-22-2008,1287.5
04-23-2008,1285.0
04-24-2008,1297.0
04-25-2008,1310.0
04-26-2008,1331.5
04-27-2008,1338.0
04-28-2008,1359.0
04-29-2008,1330.0
04-30-2008,1347.0
05-01-2008,1331.0
05-02-2008,
05-03-2008,
05-04-2008,
05-05-2008,
05-06-2008,
05-07-2008,
05-08-2008,
05-09-2008,
05-10-2008,
05-11-2008,
05-12-2008,
05-13-2008,
05-14-2008,
05-15-2008,
05-16-2008,
05-17-2008,
05-18-2008,
05-19-2008,
05-20-2008,
05-21-2008,
05-22-2008,
05-23-2008,
05-24-2008,
05-25-2008,
05-26-2008,
05-27-2008,
05-28-2008,
05-29-2008,
05-30-2008,
05-31-2008,
06-01-2008,
06-02-2008,
06-03-2008,
06-04-2008,
06-05-2008,
06-06-2008,
06-07-2008,
06-08-2008,
06-09-2008,
06-10-2008,
06-11-2008,
06-12-2008,
06-13-2008,
06-14-2008,
06-15-2008,
06-16-2008,
06-17-2008,
06-18-2008,
06-19-2008,
06-20-2008,
06-21-2008,
06-22-2008,
06-23-2008,
06-24-2008,
06-25-2008,
06-26-2008,
06-27-2008,
06-28-2008,
06-29-2008,
06-30-2008,
07-01-2008,
07-02-2008,
07-03-2008,
07-04-2008,
07-05-2008,
07-06-2008,
07-07-2008,
07-08-2008,
07-09-2008,
07-10-2008,
07-11-2008,
07-12-2008,
07-13-2008,
07-14-2008,
07-15-2008,
07-16-2008,
07-17-2008,
07-18-2008,
07-19-2008,
07-20-2008,
07-21-2008,
07-22-2008,
07-23-2008,
07-24-2008,
07-25-2008,
07-26-2008,
07-27-2008,
07-28-2008,
07-29-2008,
07-30-2008,
07-31-2008,
08-01-2008,
08-02-2008,
08-03-2008,
08-04-2008,
08-05-2008,
08-06-2008,
08-07-2008,
08-08-2008,
08-09-2008,
08-10-2008,
08-11-2008,
08-12-2008,
08-13-2008,
08-14-2008,
08-15-2008,
08-16-2008,
08-17-2008,
08-18-2008,
08-19-2008,
08-20-2008,
08-21-2008,
08-22-2008,
08-23-2008,
08-24-2008,
08-25-2008,
08-26-2008,
08-27-2008,
08-28-2008,
08-29-2008,
08-30-2008,
08-31-2008,
09-01-2008,
09-02-2008,
09-03-2008,
09-04-2008,
09-05-2008,
09-06-2008,
09-07-2008,
09-08-2008,
09-09-2008,
09-10-2008,
09-11-2008,
09-12-2008,
09-13-2008,
09-14-2008,
09-15-2008,
09-16-2008,
09-17-2008,
09-18-2008,
09-19-2008,
09-20-2008,
09-21-2008,
09-22-2008,
09-23-2008,
09-24-2008,
09-25-2008,
09-26-2008,
09-27-2008,
09-28-2008,
09-29-2008,
09-30-2008,
10-01-2008,
10-02-2008,
10-03-2008,
10-04-2008,
10-05-2008,
10-06-2008,
