Date,Value
05-29-1985,3035.0
05-30-1985,3040.0
05-31-1985,3040.0
06-01-1985,3050.0
06-02-1985,3050.0
06-03-1985,3080.0
06-04-1985,3100.0
06-05-1985,3100.0
06-06-1985,3100.0
06-07-1985,3100.0
06-08-1985,3100.0
06-09-1985,3070.0
06-10-1985,3070.0
06-11-1985,3095.0
06-12-1985,3090.0
06-13-1985,3050.0
06-14-1985,3050.0
06-15-1985,3040.0
06-16-1985,3040.0
06-17-1985,3030.0
06-18-1985,3020.0
06-19-1985,2990.0
06-20-1985,3000.0
06-21-1985,2990.0
06-22-1985,2987.5
06-23-1985,2980.0
06-24-1985,3000.0
06-25-1985,2960.0
06-26-1985,2970.0
06-27-1985,2975.0
06-28-1985,2960.0
06-29-1985,2960.0
06-30-1985,2875.0
07-01-1985,2820.0
07-02-1985,2825.0
07-03-1985,2835.0
07-04-1985,2825.0
07-05-1985,2815.0
07-06-1985,2807.5
07-07-1985,2750.0
07-08-1985,2790.0
07-09-1985,2770.0
07-10-1985,2760.0
07-11-1985,2745.0
07-12-1985,2725.0
07-13-1985,2730.0
07-14-1985,2700.0
07-15-1985,2670.0
07-16-1985,2680.0
07-17-1985,2680.0
07-18-1985,2650.0
07-19-1985,2660.0
07-20-1985,2690.0
07-21-1985,2725.0
07-22-1985,2765.0
07-23-1985,2800.0
07-24-1985,2770.0
07-25-1985,2750.0
07-26-1985,2715.0
07-27-1985,2740.0
07-28-1985,2735.0
07-29-1985,2725.0
07-30-1985,2695.0
07-31-1985,2690.0
08-01-1985,2680.0
08-02-1985,2680.0
08-03-1985,2710.0
08-04-1985,2720.0
08-05-1985,2740.0
08-06-1985,2795.0
08-07-1985,2800.0
08-08-1985,2740.0
08-09-1985,2745.0
08-10-1985,2770.0
08-11-1985,2790.0
08-12-1985,2780.0
08-13-1985,2790.0
08-14-1985,2790.0
08-15-1985,2777.5
08-16-1985,2752.5
08-17-1985,2750.0
08-18-1985,2767.5
08-19-1985,2820.0
08-20-1985,2850.0
08-21-1985,2832.5
08-22-1985,2885.0
08-23-1985,2855.0
08-24-1985,2865.0
08-25-1985,2835.0
08-26-1985,2835.0
08-27-1985,2840.0
08-28-1985,2840.0
08-29-1985,2862.5
08-30-1985,2870.0
08-31-1985,2865.0
09-01-1985,2845.0
09-02-1985,2840.0
09-03-1985,2850.0
09-04-1985,2865.0
09-05-1985,2890.0
09-06-1985,2890.0
09-07-1985,2880.0
09-08-1985,2895.0
09-09-1985,2895.0
09-10-1985,2905.0
09-11-1985,2915.0
09-12-1985,2910.0
