Date,Value
01-11-2010,7865.0
01-12-2010,7815.0
01-13-2010,7820.0
01-14-2010,8020.0
01-15-2010,8170.0
01-16-2010,8237.5
01-17-2010,8150.0
01-18-2010,8087.5
01-19-2010,8040.0
01-20-2010,7677.5
01-21-2010,7740.0
01-22-2010,7400.0
01-23-2010,7420.0
01-24-2010,7582.5
01-25-2010,7525.0
01-26-2010,7535.0
01-27-2010,7525.0
01-28-2010,7557.5
01-29-2010,7595.0
01-30-2010,7645.0
01-31-2010,7677.5
02-01-2010,8002.5
02-02-2010,7975.0
02-03-2010,7947.5
02-04-2010,8015.0
02-05-2010,8037.5
02-06-2010,8042.5
02-07-2010,8127.5
02-08-2010,8070.0
02-09-2010,8222.5
02-10-2010,8080.0
02-11-2010,8115.0
02-12-2010,8167.5
02-13-2010,8232.5
02-14-2010,8340.0
02-15-2010,8360.0
02-16-2010,8505.0
02-17-2010,8440.0
02-18-2010,8375.0
02-19-2010,8440.0
02-20-2010,8377.5
02-21-2010,8332.5
02-22-2010,8345.0
02-23-2010,8440.0
02-24-2010,8390.0
02-25-2010,8652.5
02-26-2010,8490.0
02-27-2010,8407.5
02-28-2010,8460.0
03-01-2010,8500.0
03-02-2010,8610.0
03-03-2010,8767.5
03-04-2010,8627.5
03-05-2010,8737.5
03-06-2010,8745.0
03-07-2010,8832.5
03-08-2010,8900.0
03-09-2010,8855.0
03-10-2010,8930.0
03-11-2010,9132.5
03-12-2010,9080.0
03-13-2010,8895.0
03-14-2010,8990.0
03-15-2010,9040.0
03-16-2010,9247.5
03-17-2010,9215.0
03-18-2010,9177.5
03-19-2010,9290.0
03-20-2010,9420.0
03-21-2010,9520.0
03-22-2010,9270.0
03-23-2010,9315.0
03-24-2010,9335.0
03-25-2010,9030.0
03-26-2010,9082.5
03-27-2010,9322.5
03-28-2010,9080.0
03-29-2010,8575.0
03-30-2010,8687.5
03-31-2010,8580.0
04-01-2010,8900.0
04-02-2010,9010.0
04-03-2010,9040.0
04-04-2010,8935.0
04-05-2010,9017.5
04-06-2010,9060.0
04-07-2010,8840.0
04-08-2010,8650.0
04-09-2010,8540.0
04-10-2010,8410.0
04-11-2010,8227.5
04-12-2010,8275.0
04-13-2010,7880.0
04-14-2010,7890.0
04-15-2010,8377.5
04-16-2010,8470.0
04-17-2010,8460.0
04-18-2010,8477.5
04-19-2010,8430.0
04-20-2010,8610.0
04-21-2010,8620.0
