Date,Value
04-30-2013,1200.99
05-01-2013,1193.06
05-02-2013,1199.61
05-03-2013,1204.38
05-04-2013,1210.92
05-05-2013,1218.13
05-06-2013,1228.01
05-07-2013,1224.22
05-08-2013,1222.48
05-09-2013,1228.68
05-10-2013,1235.61
05-11-2013,1241.36
05-12-2013,1244.39
05-13-2013,1243.43
05-14-2013,1251.9
05-15-2013,1224.14
05-16-2013,1221.09
05-17-2013,1226.57
05-18-2013,1243.15
05-19-2013,1227.33
05-20-2013,1224.71
05-21-2013,1215.17
05-22-2013,1211.68
05-23-2013,1209.92
05-24-2013,1192.3
05-25-2013,1186.48
05-26-2013,1193.13
05-27-2013,1183.89
05-28-2013,1184.51
05-29-2013,1165.84
05-30-2013,1179.93
05-31-2013,1190.97
06-01-2013,1193.02
06-02-2013,1181.73
06-03-2013,1146.41
06-04-2013,1116.23
06-05-2013,1127.95
06-06-2013,1142.68
06-07-2013,1154.61
06-08-2013,1155.67
06-09-2013,1160.16
06-10-2013,1159.56
06-11-2013,1149.18
06-12-2013,1171.07
06-13-2013,1174.48
06-14-2013,1182.81
06-15-2013,1191.44
06-16-2013,1193.64
06-17-2013,1208.46
06-18-2013,1214.13
06-19-2013,1217.69
06-20-2013,1215.2
06-21-2013,1212.27
06-22-2013,1214.74
06-23-2013,1217.29
06-24-2013,1214.99
06-25-2013,1218.73
06-26-2013,1228.11
06-27-2013,1227.38
06-28-2013,1229.0
06-29-2013,1229.16
06-30-2013,1235.68
07-01-2013,1236.61
07-02-2013,1244.75
07-03-2013,1250.41
07-04-2013,1250.83
07-05-2013,1247.53
07-06-2013,1241.09
07-07-2013,1249.47
07-08-2013,1254.2
07-09-2013,1253.58
07-10-2013,1259.49
07-11-2013,1262.69
07-12-2013,1247.02
07-13-2013,1249.93
07-14-2013,1252.87
07-15-2013,1243.93
07-16-2013,1234.57
07-17-2013,1236.75
07-18-2013,1241.1
07-19-2013,1241.86
07-20-2013,1226.8
07-21-2013,1217.58
07-22-2013,1223.06
07-23-2013,1216.34
07-24-2013,1228.4
07-25-2013,1236.91
07-26-2013,1238.61
07-27-2013,1246.64
07-28-2013,1245.87
07-29-2013,1248.03
07-30-2013,1264.96
07-31-2013,1270.05
08-01-2013,1268.68
08-02-2013,1265.05
08-03-2013,1277.11
08-04-2013,1275.36
08-05-2013,1275.27
