Date,Value
12-21-1983,6634.38
12-22-1983,6656.25
12-23-1983,6662.5
12-24-1983,6684.38
12-25-1983,6665.62
12-26-1983,6653.12
12-27-1983,6634.38
12-28-1983,6603.12
12-29-1983,6643.75
12-30-1983,6631.25
12-31-1983,6646.88
01-01-1984,6646.88
01-02-1984,6675.0
01-03-1984,6656.25
01-04-1984,6653.12
01-05-1984,6753.12
01-06-1984,6771.88
01-07-1984,6765.62
01-08-1984,6746.88
01-09-1984,6734.38
01-10-1984,6715.62
01-11-1984,6715.62
01-12-1984,6718.75
01-13-1984,6700.0
01-14-1984,6703.12
01-15-1984,6706.25
01-16-1984,6718.75
01-17-1984,6675.0
01-18-1984,6687.5
01-19-1984,6725.0
01-20-1984,6700.0
01-21-1984,6653.12
01-22-1984,6625.0
01-23-1984,6615.62
01-24-1984,6593.75
01-25-1984,6571.88
01-26-1984,6518.75
01-27-1984,6537.5
01-28-1984,6540.62
01-29-1984,6540.62
01-30-1984,6521.88
01-31-1984,6509.38
02-01-1984,6490.62
02-02-1984,6462.5
02-03-1984,6468.75
02-04-1984,6440.62
02-05-1984,6446.88
02-06-1984,6512.5
02-07-1984,6493.75
02-08-1984,6531.25
02-09-1984,6509.38
02-10-1984,6512.5
02-11-1984,6493.75
02-12-1984,6415.62
02-13-1984,6409.38
02-14-1984,6428.12
02-15-1984,6415.62
02-16-1984,6375.0
02-17-1984,6384.38
02-18-1984,6390.62
02-19-1984,6315.62
02-20-1984,6315.62
02-21-1984,6312.5
02-22-1984,6303.12
02-23-1984,6315.62
02-24-1984,6325.0
02-25-1984,6315.62
02-26-1984,6337.5
02-27-1984,6359.38
02-28-1984,6306.25
02-29-1984,6296.88
03-01-1984,6268.75
03-02-1984,6243.75
03-03-1984,6265.62
03-04-1984,6315.62
03-05-1984,6343.75
03-06-1984,6318.75
03-07-1984,6331.25
03-08-1984,6378.12
03-09-1984,6334.38
03-10-1984,6287.5
03-11-1984,6306.25
03-12-1984,6275.0
03-13-1984,6234.38
03-14-1984,6225.0
03-15-1984,6256.25
03-16-1984,6259.38
03-17-1984,6278.12
03-18-1984,6225.0
03-19-1984,6196.88
03-20-1984,6187.5
03-21-1984,6162.5
03-22-1984,6134.38
03-23-1984,6103.12
03-24-1984,6034.38
03-25-1984,6078.12
03-26-1984,6065.62
03-27-1984,6056.25
03-28-1984,6012.5
03-29-1984,6025.0
03-30-1984,5990.62
03-31-1984,6012.5
04-01-1984,5962.5
04-02-1984,5990.62
04-03-1984,5978.12
04-04-1984,5950.0
04-05-1984,5962.5
04-06-1984,5871.88
04-07-1984,5856.25
04-08-1984,5809.38
04-09-1984,5718.75
04-10-1984,5787.5
04-11-1984,5878.12
04-12-1984,5946.88
04-13-1984,5940.62
04-14-1984,5934.38
04-15-1984,5856.25
04-16-1984,5878.12
04-17-1984,5865.62
04-18-1984,5843.75
04-19-1984,5912.5
04-20-1984,5943.75
04-21-1984,6031.25
04-22-1984,6021.88
04-23-1984,5996.88
04-24-1984,5853.12
04-25-1984,5862.5
04-26-1984,5793.75
04-27-1984,5803.12
04-28-1984,5775.0
04-29-1984,5778.12
04-30-1984,5762.5
05-01-1984,5712.5
05-02-1984,5718.75
05-03-1984,5793.75
05-04-1984,5796.88
05-05-1984,5784.38
05-06-1984,5931.25
05-07-1984,5925.0
05-08-1984,5965.62
05-09-1984,6031.25
05-10-1984,6087.5
05-11-1984,6078.12
05-12-1984,6043.75
05-13-1984,6037.5
05-14-1984,6050.0
05-15-1984,5975.0
05-16-1984,6015.62
05-17-1984,6025.0
05-18-1984,6184.38
05-19-1984,6218.75
05-20-1984,6196.88
05-21-1984,6125.0
05-22-1984,6190.62
05-23-1984,6225.0
05-24-1984,6265.62
05-25-1984,6343.75
05-26-1984,6265.62
05-27-1984,6287.5
05-28-1984,6315.62
