Date,Value
03-09-1993,268.382
03-10-1993,270.213
03-11-1993,266.633
03-12-1993,288.106
03-13-1993,274.561
03-14-1993,275.583
03-15-1993,278.378
03-16-1993,277.014
03-17-1993,315.742
03-18-1993,316.544
03-19-1993,320.474
03-20-1993,322.083
03-21-1993,333.836
03-22-1993,335.813
03-23-1993,355.595
03-24-1993,363.971
03-25-1993,334.003
03-26-1993,333.883
03-27-1993,313.839
03-28-1993,307.882
03-29-1993,293.96
03-30-1993,305.166
03-31-1993,304.234
04-01-1993,288.3
04-02-1993,281.27
04-03-1993,277.622
04-04-1993,277.518
04-05-1993,243.135
04-06-1993,278.691
04-07-1993,276.683
04-08-1993,276.808
04-09-1993,278.138
04-10-1993,279.383
04-11-1993,253.532
04-12-1993,214.282
04-13-1993,218.572
04-14-1993,228.715
04-15-1993,228.158
04-16-1993,239.758
04-17-1993,257.858
04-18-1993,254.089
04-19-1993,254.334
04-20-1993,258.004
04-21-1993,257.84
04-22-1993,248.365
04-23-1993,248.13
04-24-1993,254.428
04-25-1993,247.716
04-26-1993,283.861
04-27-1993,283.669
04-28-1993,294.049
04-29-1993,290.274
04-30-1993,288.063
05-01-1993,288.249
05-02-1993,284.911
05-03-1993,289.523
05-04-1993,289.423
05-05-1993,294.78
05-06-1993,313.968
05-07-1993,302.858
05-08-1993,329.608
05-09-1993,337.106
05-10-1993,361.091
05-11-1993,323.951
05-12-1993,389.671
05-13-1993,404.221
05-14-1993,436.827
05-15-1993,382.287
05-16-1993,368.517
05-17-1993,392.157
05-18-1993,384.81
05-19-1993,359.971
05-20-1993,408.825
05-21-1993,421.039
05-22-1993,432.885
05-23-1993,414.335
05-24-1993,445.514
05-25-1993,449.501
05-26-1993,456.088
05-27-1993,497.975
05-28-1993,482.53
05-29-1993,460.61
05-30-1993,460.328
05-31-1993,592.701
06-01-1993,588.691
06-02-1993,623.196
06-03-1993,612.152
06-04-1993,620.156
06-05-1993,609.37
06-06-1993,626.837
06-07-1993,631.067
06-08-1993,596.819
06-09-1993,594.707
06-10-1993,611.508
06-11-1993,612.691
06-12-1993,636.824
06-13-1993,632.729
06-14-1993,627.359
06-15-1993,610.629
06-16-1993,626.746
06-17-1993,591.914
06-18-1993,666.995
06-19-1993,623.56
06-20-1993,599.091
06-21-1993,546.858
06-22-1993,525.361
06-23-1993,519.85
06-24-1993,509.738
06-25-1993,517.232
06-26-1993,597.598
06-27-1993,563.975
06-28-1993,542.061
06-29-1993,565.453
06-30-1993,456.706
07-01-1993,467.545
07-02-1993,490.392
07-03-1993,428.105
07-04-1993,469.795
07-05-1993,238.548
07-06-1993,472.683
07-07-1993,435.618
07-08-1993,430.053
07-09-1993,452.201
07-10-1993,458.248
07-11-1993,451.072
07-12-1993,409.242
07-13-1993,394.374
07-14-1993,374.954
07-15-1993,387.793
07-16-1993,399.233
07-17-1993,452.156
07-18-1993,437.524
07-19-1993,372.151
07-20-1993,484.315
07-21-1993,275.715
07-22-1993,252.401
07-23-1993,472.083
07-24-1993,501.056
07-25-1993,477.976
07-26-1993,482.938
07-27-1993,491.792
07-28-1993,498.937
07-29-1993,521.121
07-30-1993,526.897
07-31-1993,511.188
08-01-1993,510.327
08-02-1993,507.041
08-03-1993,355.886
08-04-1993,313.153
08-05-1993,318.202
08-06-1993,302.782
08-07-1993,322.484
08-08-1993,337.387
08-09-1993,346.673
08-10-1993,311.944
08-11-1993,328.009
08-12-1993,310.898
08-13-1993,300.982
08-14-1993,475.748
08-15-1993,476.074
08-16-1993,433.346
08-17-1993,439.06
08-18-1993,323.424
08-19-1993,314.729
08-20-1993,298.255
08-21-1993,297.659
08-22-1993,228.2351
08-23-1993,307.4904
08-24-1993,234.5811
08-25-1993,240.3116
08-26-1993,158.8553
08-27-1993,92.8113
08-28-1993,254.193
08-29-1993,257.653
08-30-1993,260.697
08-31-1993,266.029
09-01-1993,314.522
09-02-1993,317.147
09-03-1993,322.61
09-04-1993,307.929
09-05-1993,474.018
09-06-1993,510.125
09-07-1993,521.915
09-08-1993,522.022
09-09-1993,751.767
09-10-1993,667.337
09-11-1993,667.337
09-12-1993,635.267
09-13-1993,637.678
09-14-1993,694.047
09-15-1993,691.928
09-16-1993,732.958
09-17-1993,774.378
09-18-1993,762.38
09-19-1993,760.821
09-20-1993,739.966
09-21-1993,751.591
09-22-1993,772.491
09-23-1993,773.481
09-24-1993,719.517
09-25-1993,1050.261
09-26-1993,1062.803
09-27-1993,1070.179
09-28-1993,1070.168
09-29-1993,1062.745
09-30-1993,1029.799
10-01-1993,1014.397
10-02-1993,1074.681
10-03-1993,1052.818
10-04-1993,1041.39
10-05-1993,984.344
10-06-1993,984.734
10-07-1993,982.73
10-08-1993,1085.337
10-09-1993,1077.737
10-10-1993,1078.217
10-11-1993,1128.257
10-12-1993,1142.849
10-13-1993,1018.405
10-14-1993,1017.882
10-15-1993,1018.707
10-16-1993,1018.395
10-17-1993,1038.825
10-18-1993,1021.561
10-19-1993,1344.214
10-20-1993,1355.764
10-21-1993,1355.764
10-22-1993,1378.2261
10-23-1993,1298.7494
10-24-1993,1291.1494
10-25-1993,1468.1194
10-26-1993,1461.0817
10-27-1993,1428.406
10-28-1993,1478.406
10-29-1993,1440.906
10-30-1993,1449.906
10-31-1993,1409.9259
11-01-1993,1472.0009
11-02-1993,1408.0009
11-03-1993,1488.0008
11-04-1993,1488.0008
11-05-1993,1384.0008
11-06-1993,1389.0008
11-07-1993,1392.0234
11-08-1993,1396.6934
11-09-1993,1533.208
11-10-1993,1463.008
11-11-1993,1453.1006
11-12-1993,1532.6406
11-13-1993,1322.6571
11-14-1993,1327.7471
11-15-1993,1337.1027
11-16-1993,1377.8027
11-17-1993,1375.8027
11-18-1993,1421.6427
11-19-1993,1404.645
11-20-1993,1353.915
11-21-1993,1362.4733
11-22-1993,1415.0944
11-23-1993,1384.0844
11-24-1993,1359.5497
11-25-1993,1418.1509
11-26-1993,1472.8163
11-27-1993,1496.2485
11-28-1993,1563.8756
11-29-1993,1554.8538
11-30-1993,1511.5565
12-01-1993,1536.0494
12-02-1993,1600.1245
12-03-1993,1597.7381
12-04-1993,1687.294
12-05-1993,1657.2934
12-06-1993,1623.2633
12-07-1993,1763.6583
12-08-1993,1764.2239
12-09-1993,1800.4109
12-10-1993,2045.0356
12-11-1993,2008.7356
12-12-1993,2158.3356
12-13-1993,2137.432
12-14-1993,2139.6081
12-15-1993,2073.0815
12-16-1993,2118.9815
12-17-1993,2032.0614
12-18-1993,2082.0364
12-19-1993,2248.3586
12-20-1993,2241.1736
12-21-1993,2337.9586
12-22-1993,2323.4222
12-23-1993,2361.6511
12-24-1993,2188.4311
12-25-1993,2185.4311
12-26-1993,2128.3023
12-27-1993,2131.4023
12-28-1993,2170.8023
12-29-1993,2690.3073
12-30-1993,2693.9848
12-31-1993,2717.5848
01-01-1994,2785.563
01-02-1994,2786.363
01-03-1994,2809.3054
01-04-1994,2825.3064
01-05-1994,2183.8064
