Date,Value
01-12-1993,890.0
01-13-1993,875.0
01-14-1993,875.0
01-15-1993,860.0
01-16-1993,865.0
01-17-1993,868.0
01-18-1993,867.0
01-19-1993,862.5
01-20-1993,855.0
01-21-1993,874.5
01-22-1993,874.5
01-23-1993,870.0
01-24-1993,872.5
01-25-1993,847.5
01-26-1993,850.0
01-27-1993,853.0
01-28-1993,850.0
01-29-1993,853.0
01-30-1993,850.0
01-31-1993,836.5
02-01-1993,805.0
02-02-1993,812.5
02-03-1993,805.0
02-04-1993,805.0
02-05-1993,810.5
02-06-1993,815.0
02-07-1993,822.5
02-08-1993,807.5
02-09-1993,819.0
02-10-1993,827.5
02-11-1993,825.0
02-12-1993,826.5
02-13-1993,830.0
02-14-1993,820.0
02-15-1993,836.0
02-16-1993,834.0
02-17-1993,837.0
02-18-1993,836.0
02-19-1993,838.0
02-20-1993,835.5
02-21-1993,832.5
02-22-1993,816.0
02-23-1993,814.5
02-24-1993,818.5
02-25-1993,845.0
02-26-1993,848.0
02-27-1993,845.0
02-28-1993,840.0
03-01-1993,835.0
03-02-1993,836.0
03-03-1993,830.0
03-04-1993,829.5
03-05-1993,838.5
03-06-1993,835.0
03-07-1993,842.5
03-08-1993,847.5
03-09-1993,837.0
03-10-1993,839.0
03-11-1993,833.0
03-12-1993,832.5
03-13-1993,823.5
03-14-1993,824.5
03-15-1993,818.0
03-16-1993,829.0
03-17-1993,836.0
03-18-1993,840.0
03-19-1993,844.5
03-20-1993,850.0
03-21-1993,857.0
03-22-1993,846.0
03-23-1993,865.0
03-24-1993,868.5
03-25-1993,870.0
03-26-1993,872.5
03-27-1993,877.5
03-28-1993,871.5
03-29-1993,884.0
03-30-1993,881.0
03-31-1993,888.0
04-01-1993,884.0
04-02-1993,875.0
04-03-1993,865.0
04-04-1993,865.0
04-05-1993,872.0
04-06-1993,868.0
04-07-1993,870.0
04-08-1993,895.0
04-09-1993,906.5
04-10-1993,890.5
04-11-1993,900.0
04-12-1993,902.0
04-13-1993,894.0
04-14-1993,900.0
04-15-1993,872.5
04-16-1993,875.0
04-17-1993,873.5
04-18-1993,883.0
04-19-1993,886.0
04-20-1993,891.5
